OBJECTID,ACRES,ZPREFIX,ZCASE,ZREVISION,ZYEAR,SPPREFIX,SPCASE,SPREVISION,SPYEAR,ZONING,REDEFINE1,DATE_APPRO,LABEL1,ORD_NUM,HISTORIC,GEN_ZONE,INSERT_DATE,UPDATE_DATE,ANID,TOD
1412760,2.96357348,Z,171, ,83, , , , ,R-4A,Z-171-83, ,R-4A*, , ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66593, 
1412761,0.23285745,Z,53, ,09, , , , ,R-3,Z-53-09,12-02-2009,R-3 HP, ,HP,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66402, 
1412762,0.39391757,Z, , , , , , , ,P-1, , ,P-1, , ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66403, 
1412763,0.43159514,Z,22, ,99, , , , ,R-4A,Z-22-99, ,R-4A*, , ,MF Residential,2023/04/17 20:31:03+00,2023/09/22 18:17:17+00,66404, 
1412764,106.28143821,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66405, 
1412765,1.73002097,Z,149, ,04, , , , ,S-1,Z-149-04,6/23/2021,S-1,G-6869, ,SF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66406, 
1412766,2.64281017,,,,,,,,,R-3,ANX 526,,R-3,G-7163,,MF Residential,2023/10/12 16:59:27+00,2024/09/09 23:07:55+00,72995,
1412767,5.5,Z,,,,SP,5,,23,A-1,Z-SP-5-23,,A-1 SP CMOD*,G-7167,,Industrial,2023/10/12 19:48:15+00,2023/10/12 20:28:57+00,72996,
1412768,0.18196238,Z, , , , , , , ,C-3, , ,C-3, , ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66517, 
1412769,9.78789524,Z,77, ,93, , , , ,PCD,Z-77-93, ,PCD*, , ,SF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66518, 
1412770,0.3036083,Z, , , , , , , ,R-4, , ,R-4, , ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66519, 
1412771,0.37816396,Z,297, ,64, , , , ,R-5,Z-297-64, ,R-5,G-634, ,MF Residential,2023/04/17 20:31:03+00,2023/08/25 22:00:24+00,66520, 
1412772,0.62706874,Z, , , , , , , ,C-3, , ,C-3, , ,Commercial,2023/04/17 20:31:03+00,2023/10/12 20:28:57+00,66521, 
1412773,0.17041526,Z,84, ,05, , , , ,C-3,Z-84-05,11-02-2005,C-3 HP, ,HP,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66522, 
1412774,1.24569855,Z,197, ,86, , , , ,C-2,Z-197-86, ,C-2*, , ,Commercial,2023/04/17 20:31:03+00,2024/10/08 23:50:26+00,66523, 
1412775,1.51748497,Z,117, ,83, , , , ,R-3,Z-117-83, ,R-3*, , ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66524, 
1412776,30.3400522,Z, , , , , , , ,R1-6, , ,R1-6, , ,SF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66525, 
1412777,1.77579319,Z,7, ,16, , , , ,C-3,Z-7-16,7/1/2016,C-3*,G-6189, ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66527, 
1412778,0.2420206,Z,14, ,03, , , , ,P-1,Z-14-03, ,P-1*, , ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66528, 
1412779,163.68534742,Z,57, ,20, , , , ,PUD,Z-57-20,1/20/2021,PUD*,G-6797, ,PUD,2023/04/17 20:31:03+00,2024/02/28 15:55:40+00,66783, 
1412780,6.70681085,Z, , , , , , , ,R-4, , ,R-4, , ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66784, 
1412781,0.30431489,Z,19, ,07, , , , ,C-1,Z-19-07,08-29-2007,C-1*,G-4953, ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66785, 
1412782,14.34341894,Z,217, ,72, , , , ,PAD-15,Z-217-72, ,PAD-15*, , ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66786, 
1412783,0.20423892,Z,122, ,04, , , , ,R-5,Z-122-04, ,R-5 RI HP, ,HP,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66787, 
1412784,5.42307454,Z, , , , , , , ,R-5, , ,R-5 RI, , ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66788, 
1412785,1.00015085,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66789, 
1412786,0.5496092,Z,86, ,08, , , , ,R-O,Z-86-07, ,R-O, , ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66594, 
1412787,1.25357273,Z,77, ,64, , , , ,C-2,Z-77-64, ,C-2*,G-597, ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66595, 
1412788,1.28451309,Z,73, ,98, , , , ,A-1,Z-73-98, ,A-1*, , ,Industrial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66596, 
1412789,19.88229836,Z,25, ,04, , , , ,R1-6,Z-25-04,05-02-2007,R1-6*,G-4891, ,SF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66597, 
1412790,4.65165498,Z,109, ,97, , , , ,PCD,Z-109-97,03-18-1998,PCD*,G-0000, ,SF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66598, 
1412791,6.14036862,Z, , , , , , , ,R-5, , ,R-5 RI, , ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66599, 
1412792,1.27562421,Z,128, ,98, , , , ,C-2,Z-128-98, ,C-2*, , ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66600, 
1412793,922.78580638,Z, , , , , , , ,R1-18, , ,R1-18, , ,SF Residential,2023/04/17 20:31:03+00,2023/11/01 16:24:31+00,66601, 
1412794,1.61548234,Z,64, ,90, , , , ,R-3,Z-64-90, ,R-3*, , ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66602, 
1412795,39.82936343,Z,49, ,17, , , , ,R1-8,Z-49-17,12/13/2017,R1-8*,G-6393, ,SF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66603, 
1412796,2.72536856,Z,89, ,16, , , , ,R-4,Z-89-16, ,R-4*,G-6277, ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,67080, 
1412797,0.38850872,Z, , , , , , , ,R1-6, , ,R1-6, , ,SF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,67081, 
1412798,79.87331809,Z,34, ,13, , , , ,R1-10,Z-34-13,11/6/13,R1-10*,G-5854, ,SF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,67082, 
1412799,6.24075886,Z,161, ,87, , , , ,C-2,Z-161-87, ,C-2*, , ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,67083, 
1412800,9.4448632,Z, , , , , , , ,IND.PK., , ,IND.PK., , ,Industrial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,67084, 
1412801,0.44966592,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,67085, 
1412802,1.38831888,Z,110, ,08, , , , ,C-2,Z-110-08, ,C-2, , ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,67086, 
1412803,9.14483628,Z, , , , , , , ,PSC, , ,PSC, , ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,67087, 
1412804,5.56795002,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,67088, 
1412805,2.53777186,Z,74, ,17, , , , ,R1-6,Z-74-17,03-07-2018,R1-6*,G-6435, ,SF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,67089, 
1412806,3.22613908,Z, , , , , , , ,C-1, , ,C-1, , ,Commercial,2023/04/17 20:31:03+00,2024/08/21 22:01:45+00,67090, 
1412807,37.19996014,Z, , , ,SP,37, ,70,R1-6,Z-SP-37-70, ,R1-6 SP*, , ,SF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,67091, 
1412808,1.00120273,Z,26, ,09, , , , ,S-1,Z-26-09,06-03-2009,S-1*, , ,SF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,67092, 
1412809,0.38018398,Z, , , , , , , ,R-3, , ,R-3 RI, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67359, 
1412810,1.58011938,Z, , , , , , , ,R-5, , ,R-5 RI, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67360, 
1412811,0.79050352,Z, , , , , , , ,RE-43, , ,RE-43, , ,SF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67361, 
1412812,26.30848661,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:04+00,2023/05/25 23:02:31+00,67362, 
1412813,21.69812141,Z,8, ,96, , , , ,R1-8,Z-8-96, ,R1-8*, , ,SF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67363, 
1412814,1.33016969,Z, , , , , , , ,C-1, , ,C-1, , ,Commercial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67364, 
1412815,0.14179037,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67365, 
1412816,10.07442939,Z,42, ,04, , , , ,R-2,Z-42-04,05-02-2007,R-2*,G-4891, ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67366, 
1412817,2.53939781,Z,230, ,79, , , , ,PAD-8,Z-230-79, ,PAD-8*, , ,SF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67367, 
1412818,2.38483154,Z, , , , , , , ,C-O, , ,C-O, , ,Commercial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67368, 
1412819,0.56568816,Z, , , , , , , ,R-5, , ,R-5 RI, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67369, 
1412820,1.18642468,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67370, 
1412821,0.93589325,Z,83, ,16, , , , ,PUD,Z-83-16, ,PUD*,G-6368, ,PUD,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67371, 
1412822,5.11420489,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,67174, 
1412823,22.58237962,Z,12, ,97, , , , ,R1-6,Z-12-97, ,R1-6 HP, ,HP,SF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,67175, 
1412824,22.22826359,Z,163,D,69, , , , ,C-O, Z-163-D-69, ,C-O,G-1426, ,Commercial,2023/04/17 20:31:04+00,2024/02/22 23:01:52+00,67176, 
1412825,0.22970224,Z,52, ,02, , , , ,R-3,Z-52-02, ,R-3 HP, ,HP,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,67177, 
1412826,6.62448494,Z,8, ,13, , , , ,P-1,Z-8-13, ,P-1 HP*, ,HP,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66941, 
1412827,120.5474999,Z, , , , , , , ,R1-6, , ,R1-6, , ,SF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66942, 
1412828,2.60686504,Z,95, ,85, , , , ,C-O,Z-95-85, ,C-O*, , ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66943, 
1412829,0.3418221,Z,121, ,85, , , , ,P-1,Z-121-85, ,P-1*, , ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66944, 
1412830,2.28755634,Z,190,G, , , , , ,C-2,Z-190-G-84,5/2/2018,C-2 HGT/WVR PCD,G-6455, ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66945, 
1412831,6.52692383,Z, , , , , , , ,R-3, , ,R-3 RI, , ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66946, 
1412832,5.78430232,Z, , , , , , , ,C-O, , ,C-O, , ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66947, 
1412833,5.50632629,Z,15, ,88, , , , ,C-1,Z-15-88, ,C-1, , ,Commercial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67229, 
1412834,2.81926589,Z,7, ,11, , , , ,C-3,Z-7-11,06-01-2011,C-3*, , ,Commercial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67230, 
1412835,0.02041304,Z, , , ,SP,17, ,98,S-1,Z-SP-17-98, ,S-1 SP*, , ,SF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67231, 
1412836,2.61807071,Z,70, ,02, , , , ,C-1,Z-70-02,10-30-2002,C-1*, , ,Commercial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67232, 
1412837,0.19731441,Z,88, ,02, , , , ,R-5,Z-88-02,12-04-2002,R-5 RI HP, ,HP,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67233, 
1412838,0.40380679,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67234, 
1412839,3.03841993,Z, , , , , , , ,RE-43, , ,RE-43, , ,SF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67235, 
1412840,16.63021251,Z,13, ,16, , , , ,R-2,Z-13-16, ,R-2 PCD*,G-6201, ,MF Residential,2023/04/17 20:31:04+00,2024/12/09 21:31:34+00,67236, 
1412841,0.4715936,Z, , , , , , , ,P-1, , ,P-1, , ,Commercial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67237, 
1412842,0.09819138,Z, , , , , , , ,P-1, , ,P-1, , ,Commercial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67238, 
1412843,12.12054212,Z,158, ,99, , , , ,R-4,Z-158-99, ,R-4*, , ,MF Residential,2023/04/17 20:31:04+00,2024/09/26 18:46:04+00,67372, 
1412844,46.25016573,Z,85, ,97, , , , ,R1-8,Z-85-97,02-18-1998,R1-8 PCD*, , ,SF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67373, 
1412845,1.57315621,Z,111, ,81, , , , ,A-1,Z-111-81, ,A-1*, , ,Industrial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67374, 
1412846,8.63025755,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67375, 
1412847,9.07896615,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67376, 
1412848,3.22556691,Z, , , , , , , ,C-1, , ,C-1, , ,Commercial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67377, 
1412849,21.69144642,Z, , , , , , , ,C-3, , ,C-3, , ,Commercial,2023/04/17 20:31:04+00,2023/04/18 18:14:20+00,67378, 
1412850,11.95188634,Z, , , , , , , ,PAD-9, , ,PAD-9, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67379, 
1412851,1.4,Z,112,,63,,,,,R-5,Z-112-63,3-31-1964,R-5,G-577,,MF Residential,2024/03/14 15:24:51+00,2024/03/14 15:53:55+00,73088,
1412852,1.42,Z,330,,79,,,,,C-O,Z-330-79,12-18-1979,C-O,G-2033,,Commercial,2024/03/14 15:53:55+00,2024/03/14 15:53:55+00,73089,
1412853,164.19823018,Z,69, ,94, , , , ,A-1,Z-69-94, ,A-1*, , ,Industrial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,67178, 
1412854,0.62300493,Z,60, ,97, , , , ,P-1,Z-60-97, ,P-1*, , ,Commercial,2023/04/17 20:31:04+00,2023/04/17 20:31:03+00,67179, 
1412855,0.06838949,Z, , , ,SP,42, ,83,R1-10,Z-SP-42-83, ,R1-10 SP*, , ,SF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67180, 
1412856,1.49043057,Z, , , , , , , ,C-3, , ,C-3, , ,Commercial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67181, 
1412857,17.61577299,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67182, 
1412858,0.95383796,Z,95, ,97, , , , ,A-1,Z-95-97, ,A-1*, , ,Industrial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67183, 
1412859,158.27496971,Z,22, ,97, , , , ,R1-10,Z-22-97, ,R1-10 PRD*, , ,SF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67184, 
1412860,13.16637804,Z,51, ,00, , , , ,R-2,Z-51-00, ,R-2 PCD*, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67185, 
1412861,78.8505226,Z, , , , , , , ,R1-6, , ,R1-6, , ,SF Residential,2023/04/17 20:31:05+00,2023/09/22 15:41:27+00,67186, 
1412862,21.697687,Z,78, ,88, , , , ,R1-18,Z-78-88,07-13-1988,R1-18 PCD*, , ,SF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66948, 
1412863,1.14537782,Z, , , , , , , ,R-4, , ,R-4, , ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66949, 
1412864,2.15612861,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:03+00,2023/11/29 18:05:39+00,66950, 
1412865,0.82570743,Z,39, ,00, , , , ,C-2,Z-39-00,09-06-2000,C-2*, , ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66951, 
1412866,19.3482152,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66952, 
1412867,4.88066826,Z,130, ,72, , , , ,C-O,Z-130-72, ,C-O, , ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66953, 
1412868,2.41418203,Z,88, ,95, , , , ,R1-6,Z-88-95, ,R1-6*, , ,SF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66954, 
1412869,0.68071223,Z, , , , , , , ,R-2, , ,R-2, , ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66955, 
1412870,16.73901839,Z,85, ,97, , , , ,R1-6,Z-85-97,02-18-1998,R1-6 PCD*, , ,SF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67239, 
1412871,22.67398747,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67240, 
1412872,11.74188543,Z,1, ,10, , , , ,DTC-COMM1,Z-1-10,03-03-2010,DTC-Commercial Corridor*,G-5490, ,Downtown Code,2023/04/17 20:31:04+00,2023/05/11 20:47:28+00,67241, 
1412873,9.88777168, , , , , , , , ,R-3A, , ,R-3A, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67242, 
1412874,23.32819767,Z,137, ,77, , , , ,PAD-6,Z-137-77, ,PAD-6*, , ,SF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67380, 
1412875,1.49183065,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67381, 
1412876,0.32970012,Z,206, ,77, , , , ,C-O,Z-206-77, ,C-O,G-1772, ,Commercial,2023/04/17 20:31:05+00,2023/04/26 20:42:46+00,67382, 
1412877,0.05029448, ,ANX, ,14, , , , ,S-1,ANX 463,12/17/2014,A-2,G-5968, ,SF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67383, 
1412878,30.16284517,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67384, 
1412879,3.58584127,Z, , , ,SP,48, ,96,R-3,Z-SP-48-96, ,R-3 SP, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67385, 
1412880,0.65196701,Z,46, ,20, , , , ,MUA,Z-46-20,1/06/2021,MUA*,G-6789, ,Commercial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67187, 
1412881,35.826225,Z, , , , , , , ,A-1, , ,A-1, , ,Industrial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67188, 
1412882,1.04047394,Z,85, ,85, , , , ,P-2,Z-85-85, ,P-2*, , ,Commercial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67189, 
1412883,4.23554793,Z,31, ,12, , , , ,PUD,Z-31-12, ,PUD*,G-5792, ,PUD,2023/04/17 20:31:05+00,2023/09/22 15:41:27+00,67190, 
1412884,5.01846072,Z,116, ,07, , , , ,R1-8,Z-116-07, ,R1-8, , ,SF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67191, 
1412885,1.02666133,Z, , , , , , , ,PSC, , ,PSC, , ,Commercial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67192, 
1412886,1.48205126,Z,65, ,99, , , , ,R-3,Z-65-99, ,R-3 PRD*, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67193, 
1412887,0.00924248,Z, , , ,SP,16, ,83,IND.PK.,Z-SP-16-83, ,IND.PK. SP*, , ,Industrial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67194, 
1412888,26.61129801,Z, , , , , , , ,R1-10, , ,R1-10, , ,SF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67195, 
1412889,3.84042574,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67196, 
1412890,13.62259631,Z, , , , , , , ,S-1, , ,S-1, , ,SF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67197, 
1412891,18.40921452,Z,33, ,19, , , , ,R1-18,Z-33-19,11/06/2019,R1-18*,G-6633, ,SF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66956, 
1412892,2.70379163,Z,116, ,88, , , , ,C-2,Z-116-88, ,C-2 H-R*, , ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66957, 
1412893,29.86360177,Z,335, ,85, , , , ,R1-6,Z-335-85, ,R1-6*, , ,SF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66958, 
1412894,5.55792539,Z,102, ,07, , , , ,C-2,Z-102-07,12-19-2007,C-2*,G-5058, ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66959, 
1412895,4.55333679,Z, , , , , , , ,PAD-14, , ,PAD-14, , ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66960, 
1412896,4.44318279,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66961, 
1412897,1.26223174,Z,62, ,07, , , , ,CP/GCP,Z-62-07, ,CP/GCP*, , ,Industrial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66962, 
1412898,3.99817646,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66963, 
1412899,0.27641629,Z,275, ,81, , , , ,R-5,Z-275-81, ,R-5*, , ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66964, 
1412900,0.60122946,Z,275, ,84, , , , ,R-3,Z-275-84, ,R-3*, , ,MF Residential,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66965, 
1412901,12.47679737,Z,119, ,74, , , , ,PAD-14,Z-119-74, ,PAD-14, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67243, 
1412902,2.14414886,Z,119, ,74, , , , ,PSC,Z-119-74,8/29/2018,PSC*,G-6485, ,Commercial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67244, 
1412903,13.35071262,Z,43, ,71, , , , ,PAD-10,Z-43-71, ,PAD-10*, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67245, 
1412904,0.04600828, , , , , , , , ,R-2,ANX 497,2/19/2020,R-2,G-6675, ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67246, 
1412905,115.35838423,Z,78, ,88, , , , ,R1-8,Z-78-88, ,R1-8 PCD*, , ,SF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67387, 
1412906,133.49381086,Z, , , , , , , ,R1-10, , ,R1-10, , ,SF Residential,2023/04/17 20:31:04+00,2024/04/09 16:09:08+00,67388, 
1412907,10.32546312,Z,19, ,93, , , , ,C-2,Z-19-93, ,C-2*, , ,Commercial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67389, 
1412908,104.67586049,Z, , , , , , , ,R1-8, , ,R1-8, , ,SF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67390, 
1412909,5.29626729,Z, , , , , , , ,R-4, , ,R-4, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67391, 
1412910,0.71305162,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67392, 
1412911,0.61066525,Z, , , , , , , ,R-4, , ,R-4, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67393, 
1412912,0.04854194,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67394, 
1412913,2.1559659,Z,36, ,87, , , , ,P-2,Z-36-87,04-15-1987,P-2 H-R*, , ,Commercial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67198, 
1412914,109.82668496,Z,75, ,98, , , , ,CP/GCP,Z-75-98,11-8-1998,CP/GCP,G-0000, ,Industrial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67199, 
1412915,10.13450796,Z,79, ,00, , , , ,C-O/G-O,Z-79-00, ,C-O/G-O HGT/WVR*, , ,Commercial,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67200, 
1412916,19.04237308,Z,15, ,92, , , , ,R-2,Z-15-92, ,R-2*, , ,MF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67201, 
1412917,2.59388072,Z,56, ,94, , , , ,R1-10,Z-56-94, ,R1-10*, , ,SF Residential,2023/04/17 20:31:04+00,2023/04/17 20:31:04+00,67202, 
1412918,657.20026571,Z, , , , , , , ,A-1, , ,A-1, , ,Industrial,2023/04/17 20:31:04+00,2024/06/20 22:39:30+00,67203, 
1412919,1.92245498,Z, , , , , , , ,C-O, , ,C-O, , ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66966, 
1412920,3.82925039,Z, , , ,SP,11, ,97,C-2,Z-SP-11-97,08-27-2014,C-2 SP*,G-5942, ,Commercial,2023/04/17 20:31:03+00,2023/04/17 20:31:03+00,66967, 
1412921,3.92797843,Z,38, ,19, , , , ,WU,Z-38-19,10/02/2019,WU Code T5:7 MT*,G-6627, ,Commercial,2023/04/17 20:31:03+00,2024/03/14 15:53:55+00,66969,MT
