OBJECTID,ZONING,ZONE_ORD,PERIMETER,ACRES,ZONE_TYPE,DIS_NAME,ORD_NUMBER,OWNER
49781,SF-10-MH,199-2024,5356.719,31.124,SF-10-MH,MADISONVILLE,0199-2024,CPE
49782,RMX-MH,199-2024,4640.042,15.63,RMX-MH,EVANSTON,0199-2024,CPE
49783,SF-6-MH,199-2024,85652.316,633.271,SF-6-MH,WESTWOOD,0199-2024,CPE
49786,OL-MH,199-2024,4284.627,10.019,OL-MH,EAST WALNUT HILLS,0199-2024,CPE
49791,SF-2-MH,199-2024,2471.621,3.664,SF-2-MH,EAST WALNUT HILLS,0199-2024,CPE
49792,SF-10-MH,199-2024,9446.872,77.088,SF-10-MH,PLEASANT RIDGE,0199-2024,CPE
49793,RMX-MH,199-2024,591.473,0.339,RMX-MH,CUF,0199-2024,CPE
49794,SF-2-MH,199-2024,4963.669,25.995,SF-2-MH,EVANSTON,0199-2024,CPE
49795,ML-MH,199-2024,4327.392,15.178,ML-MH,WALNUT HILLS,0199-2024,CPE
49796,SF-6-MH,199-2024,1242.792,1.612,SF-6-MH,EAST END,0199-2024,CPE
49797,SF-2-MH,199-2024,5882.815,19.363,SF-2-MH,HEIGHTS,0199-2024,CPE
49800,CG-A-MH,199-2024,23995.721,157.715,CG-A-MH,ROSELAWN,0199-2024,CPE
49801,RMX-MH,199-2024,9801.279,26.784,RMX-MH,COLUMBIA TUSCULUM,0199-2024,CPE
49802,MG-MH,199-2024,16964.903,85.755,MG-MH,ROSELAWN,0199-2024,CPE
49803,CN-P-MH,199-2024,3191.462,8.75,CN-P-MH,EVANSTON,0199-2024,CPE
49804,SF-10-MH,199-2024,6975.624,20.477,SF-10-MH,HYDE PARK,0199-2024,CPE
49805,CC-A-MH,199-2024,3069.372,9.179,CC-A-MH,EAST END,0199-2024,CPE
49806,SF-6-MH,199-2024,15239.981,92.475,SF-6-MH,HYDE PARK,0199-2024,CPE
49813,SF-6-MH,199-2024,32411.175,223.301,SF-6-MH,PLEASANT RIDGE,0199-2024,CPE
49814,CC-A-MH,199-2024,5450.759,15.723,CC-A-MH,OAKLEY,0199-2024,CPE
49815,SF-4-MH,199-2024,16790.771,86.652,SF-4-MH,WEST PRICE HILL,0199-2024,CPE
49816,SF-4-MH,199-2024,2218.18,5.834,SF-4-MH,WESTWOOD,0199-2024,CPE
49817,MG-MH,199-2024,10144.528,90.912,MG-MH,CARTHAGE,0199-2024,CPE
49818,SF-6-MH,199-2024,11251.795,56.895,SF-6-MH,WEST PRICE HILL,0199-2024,CPE
49819,CC-A-MH,199-2024,13055.51,43.799,CC-A-MH,CAMP WASHINGTON,0199-2024,CPE
49820,CC-A-MH,199-2024,4562.018,17.414,CC-A-MH,WESTWOOD,0199-2024,CPE
49821,SF-6-MH,199-2024,6689.736,23.76,SF-6-MH,HYDE PARK,0199-2024,CPE
49822,CC-M-MH,199-2024,7989.531,17.292,CC-M-MH,EAST PRICE HILL,0199-2024,CPE
49823,RMX-MH,199-2024,4193.96,15.224,RMX-MH,CAMP WASHINGTON,0199-2024,CPE
49824,SF-6-MH,199-2024,11752.659,49.806,SF-6-MH,MOUNT AIRY,0199-2024,CPE
49825,CN-M-MH,199-2024,1873.258,3.458,CN-M-MH,EVANSTON,0199-2024,CPE
49826,SF-6-MH,199-2024,37988.391,327.093,SF-6-MH,MOUNT AIRY,0199-2024,CPE
49827,MG-MH,199-2024,23478.594,177.247,MG-MH,EAST END,0199-2024,CPE
49828,SF-20-MH,199-2024,67626.769,683.511,SF-20-MH,HYDE PARK,0199-2024,CPE
49829,SF-6-MH,199-2024,12627.17,63.099,SF-6-MH,EAST PRICE HILL,0199-2024,CPE
49834,CC-P-MH,199-2024,5583.487,17.81,CC-P-MH,KENNEDY HEIGHTS,0199-2024,CPE
49835,CN-P-MH,199-2024,2254.833,4.663,CN-P-MH,EAST PRICE HILL,0199-2024,CPE
49838,RMX-MH,199-2024,5992.203,32.048,RMX-MH,EAST END,0199-2024,CPE
49839,SF-4-MH,199-2024,3654.676,14.671,SF-4-MH,CARTHAGE,0199-2024,CPE
49840,SF-6-MH,199-2024,2385.114,3.844,SF-6-MH,EAST END,0199-2024,CPE
49841,CN-P-MH,199-2024,4873.63,15.667,CN-P-MH,HYDE PARK,0199-2024,CPE
49842,CC-M-MH,199-2024,6207.511,14.084,CC-M-MH,LOWER PRICE HILL,0199-2024,CPE
49843,SF-2-MH,199-2024,7834.889,16.382,SF-2-MH,EAST END,0199-2024,CPE
49844,ML-MH,199-2024,4989.012,32.036,ML-MH,BOND HILL,0199-2024,CPE
49845,SF-4-MH,199-2024,12774.233,77.253,SF-4-MH,WESTWOOD,0199-2024,CPE
49846,SF-4-MH,199-2024,3765.31,8.691,SF-4-MH,HARTWELL,0199-2024,CPE
49847,RMX-MH,199-2024,5892.961,14.833,RMX-MH,LOWER PRICE HILL,0199-2024,CPE
49848,SF-4-MH,199-2024,2641.557,5.969,SF-4-MH,WEST PRICE HILL,0199-2024,CPE
49849,CN-M-MH,199-2024,2459.86,5.793,CN-M-MH,EAST END,0199-2024,CPE
49850,SF-2-MH,199-2024,2214.345,4.495,SF-2-MH,HYDE PARK,0199-2024,CPE
49851,RF-M-MH,199-2024,8254.228,38.876,RF-M-MH,EAST END,0199-2024,CPE
49852,OG-MH,199-2024,3525.1,11.178,OG-MH,MOUNT ADAMS,0199-2024,CPE
49853,RMX-MH,199-2024,3456.921,8.406,RMX-MH,WEST PRICE HILL,0199-2024,CPE
49856,ML-MH,199-2024,3739.538,11.734,ML-MH,MADISONVILLE,0199-2024,CPE
49857,SF-6-MH,199-2024,3048.342,12.139,SF-6-MH,HYDE PARK,0199-2024,CPE
49858,SF-2-MH,199-2024,14915.301,59.967,SF-2-MH,COLUMBIA TUSCULUM,0199-2024,CPE
49861,SF-4-MH,199-2024,5592.837,14.804,SF-4-MH,EAST WALNUT HILLS,0199-2024,CPE
49862,SF-4-MH,199-2024,5374.96,26.029,SF-4-MH,PLEASANT RIDGE,0199-2024,CPE
49863,SF-4-MH,199-2024,3035.47,7.082,SF-4-MH,SAYLER PARK,0199-2024,CPE
49864,CN-M-MH,199-2024,3033.173,7.445,CN-M-MH,HARTWELL,0199-2024,CPE
49867,SF-10-MH,199-2024,22563.908,95.571,SF-10-MH,HYDE PARK,0199-2024,CPE
49868,SF-4-MH,199-2024,2160.596,5.304,SF-4-MH,EAST WALNUT HILLS,0199-2024,CPE
49869,RMX-MH,199-2024,1413.245,2.213,RMX-MH,EAST WALNUT HILLS,0199-2024,CPE
49870,RMX-MH,199-2024,10652.211,60.012,RMX-MH,OAKLEY,0199-2024,CPE
49871,CC-M-MH,199-2024,2019.676,3.032,CC-M-MH,WESTWOOD,0199-2024,CPE
49872,ML-MH,199-2024,11567.659,36.761,ML-MH,CARTHAGE,0199-2024,CPE
49873,OL-MH,199-2024,1452.752,2.646,OL-MH,MADISONVILLE,0199-2024,CPE
49874,SF-4-MH,199-2024,5086.071,22.126,SF-4-MH,MOUNT LOOKOUT,0199-2024,CPE
49875,ML-MH,199-2024,4805.206,13.152,ML-MH,CARTHAGE,0199-2024,CPE
49882,SF-2-MH,199-2024,14288.515,71.454,SF-2-MH,CUF,0199-2024,CPE
49883,MG-MH,199-2024,7694.215,26.355,MG-MH,EVANSTON,0199-2024,CPE
49884,SF-6-MH,199-2024,8091.692,39.814,SF-6-MH,WEST PRICE HILL,0199-2024,CPE
49885,SF-6-MH,199-2024,3705.024,16.346,SF-6-MH,WESTWOOD,0199-2024,CPE
49886,RMX-MH,199-2024,2665.042,4.167,RMX-MH,COLUMBIA TUSCULUM,0199-2024,CPE
49887,CN-P-MH,199-2024,3569.049,4.761,CN-P-MH,CUF,0199-2024,CPE
49888,RMX-MH,199-2024,8122.324,19.963,RMX-MH,WALNUT HILLS,0199-2024,CPE
49889,SF-6-MH,199-2024,996.948,1.187,SF-6-MH,WEST PRICE HILL,0199-2024,CPE
49890,OG-MH,199-2024,2875.642,4.617,OG-MH,CUF,0199-2024,CPE
49891,SF-4-MH,199-2024,11934.777,71.381,SF-4-MH,EAST PRICE HILL,0199-2024,CPE
49892,SF-6-MH,199-2024,15637.373,78.557,SF-6-MH,MADISONVILLE,0199-2024,CPE
49893,SF-10-MH,199-2024,3646.313,18.555,SF-10-MH,OAKLEY,0199-2024,CPE
49894,SF-10-MH,199-2024,7642.583,46.305,SF-10-MH,WESTWOOD,0199-2024,CPE
49897,CN-M-MH,199-2024,1405.389,2.498,CN-M-MH,EAST PRICE HILL,0199-2024,CPE
49898,RMX-MH,199-2024,4359.261,17.908,RMX-MH,EVANSTON,0199-2024,CPE
49899,CC-P-MH,199-2024,557.578,0.377,CC-P-MH,MOUNT WASHINGTON,0199-2024,CPE
49900,SF-10-MH,199-2024,5032.797,28.336,SF-10-MH,MOUNT WASHINGTON,0199-2024,CPE
49901,SF-6-MH,199-2024,1704.621,2.721,SF-6-MH,OAKLEY,0199-2024,CPE
49904,SF-2-MH,199-2024,8866.983,33.1,SF-2-MH,MOUNT ADAMS,0199-2024,CPE
49905,CN-M-MH,199-2024,1738.345,2.695,CN-M-MH,EVANSTON,0199-2024,CPE
49906,CC-A-MH,199-2024,6106.519,14.953,CC-A-MH,EAST PRICE HILL,0199-2024,CPE
49907,SF-2-MH,199-2024,3341.231,13.534,SF-2-MH,CAMP WASHINGTON,0199-2024,CPE
49910,CC-P-MH,199-2024,5981.951,22.449,CC-P-MH,WALNUT HILLS,0199-2024,CPE
49913,RMX-MH,199-2024,2019.784,3.709,RMX-MH,EVANSTON,0199-2024,CPE
49914,CC-P-MH,199-2024,655.269,0.613,CC-P-MH,MOUNT WASHINGTON,0199-2024,CPE
49915,SF-10-MH,199-2024,5451.802,29.562,SF-10-MH,MOUNT WASHINGTON,0199-2024,CPE
49916,SF-4-MH,199-2024,5117.04,12.972,SF-4-MH,COLUMBIA TUSCULUM,0199-2024,CPE
49917,SF-6-MH,199-2024,29043.178,294.878,SF-6-MH,SAYLER PARK,0199-2024,CPE
49918,OL-MH,199-2024,3246.221,10.673,OL-MH,WALNUT HILLS,0199-2024,CPE
49919,SF-2-MH,199-2024,7965.307,43.463,SF-2-MH,EAST PRICE HILL,0199-2024,CPE
49920,SF-6-MH,199-2024,14586.408,94.841,SF-6-MH,WESTWOOD,0199-2024,CPE
49921,CN-M-MH,199-2024,3847.528,6.477,CN-M-MH,WEST END,0199-2024,CPE
49922,RMX-MH,199-2024,4056.005,12.02,RMX-MH,EAST PRICE HILLS,0199-2024,CPE
49923,SF-4-MH,199-2024,8705.482,35.96,SF-4-MH,SOUTH FAIRMOUNT,0199-2024,CPE
49926,MG-MH,199-2024,6075.118,34.812,MG-MH,EVANSTON,0199-2024,CPE
49928,CC-M-MH,199-2024,1547.13,1.52,CC-M-MH,KENNEDY HEIGHTS,0199-2024,CPE
49929,SF-10-MH,199-2024,7202.55,14.806,SF-10-MH,MOUNT LOOKOUT,0199-2024,CPE
49932,SF-6-MH,199-2024,1550.512,2.822,SF-6-MH,HYDE PARK,0199-2024,CPE
49933,SF-2-MH,199-2024,10293.89,61.733,SF-2-MH,EAST PRICE HILL,0199-2024,CPE
49934,SF-10-MH,199-2024,19740.14,125.097,SF-10-MH,COLLEGE HILL,0199-2024,CPE
49937,RMX-MH,199-2024,3258.46,11.766,RMX-MH,EAST WALNUT HILLS,0199-2024,CPE
49938,SF-6-MH,199-2024,5101.927,19.362,SF-6-MH,WEST PRICE HILL,0199-2024,CPE
49939,SF-4-MH,199-2024,5396.948,19.817,SF-4-MH,EAST PRICE HILL,0199-2024,CPE
49940,CC-M-MH,199-2024,741.772,0.741,CC-M-MH,WALNUT HILLS,0199-2024,CPE
49943,CC-P-MH,199-2024,3259.133,9.455,CC-P-MH,WALNUT HILLS,0199-2024,CPE
49944,CC-M-MH,199-2024,12022.779,38.446,CC-M-MH,WEST PRICE HILL,0199-2024,CPE
49945,SF-4-MH,199-2024,2058.813,3.362,SF-4-MH,EAST PRICE HILL,0199-2024,CPE
49946,SF-4-MH,199-2024,12775.182,68.815,SF-4-MH,MADISONVILLE,0199-2024,CPE
49947,CN-P-MH,199-2024,3637.937,5.855,CN-P-MH,COLUMBIA TUSCULUM,0199-2024,CPE
49948,CC-M-MH,199-2024,4404.39,11.941,CC-M-MH,MADISONVILLE,0199-2024,CPE
49949,CC-A-MH,199-2024,7012.6,19.185,CC-A-MH,EAST PRICE HILL,0199-2024,CPE
49950,CC-P-MH,199-2024,3565.299,5.214,CC-P-MH,EAST PRICE HILL,0199-2024,CPE
49955,RMX-MH,199-2024,3983.126,11.89,RMX-MH,WALNUT HILLS,0199-2024,CPE
49956,CC-A-MH,199-2024,10444.043,30.69,CC-A-MH,HARTWELL,0199-2024,CPE
49957,SF-4-MH,199-2024,7912.431,73.803,SF-4-MH,PLEASANT RIDGE,0199-2024,CPE
49958,SF-6-MH,199-2024,2662.02,8.888,SF-6-MH,MOUNT LOOKOUT,0199-2024,CPE
49959,SF-2-MH,199-2024,2425.262,6.002,SF-2-MH,EVANSTON,0199-2024,CPE
49960,CG-A-MH,199-2024,22122.532,155.261,CG-A-MH,WESTWOOD,0199-2024,CPE
49961,OL-MH,199-2024,548.079,0.395,OL-MH,WESTWOOD,0199-2024,CPE
49964,CC-P-MH,199-2024,2980.991,4.823,CC-P-MH,WEST PRICE HILL,0199-2024,CPE
49965,CC-A-MH,199-2024,1626.644,3.186,CC-A-MH,LOWER PRICE HILL,0199-2024,CPE
49966,SF-4-MH,199-2024,9127.829,28.351,SF-4-MH,CUF,0199-2024,CPE
49967,SF-6-MH,199-2024,83124.878,894.456,SF-6-MH,MOUNT WASHINGTON,0199-2024,CPE
49968,SF-20-MH,199-2024,6833.569,16.762,SF-20-MH,EAST WALNUT HILLS,0199-2024,CPE
49969,CC-P-MH,199-2024,7804.254,23.561,CC-P-MH,PLEASANT RIDGE,0199-2024,CPE
49970,CN-M-MH,199-2024,1668.733,3.067,CN-M-MH,EVANSTON,0199-2024,CPE
49971,RMX-MH,199-2024,5918.659,21.313,RMX-MH,WALNUT HILLS,0199-2024,CPE
49972,RMX-MH,199-2024,4607.071,26.069,RMX-MH,CUF,0199-2024,CPE
49973,SF-2-MH,199-2024,14834.037,96.154,SF-2-MH,MADISONVILLE,0199-2024,CPE
49974,SF-4-MH,199-2024,8423.235,26.404,SF-4-MH,MOUNT LOOKOUT,0199-2024,CPE
49977,SF-4-MH,199-2024,3708.415,16.156,SF-4-MH,WEST PRICE HILL,0199-2024,CPE
49978,SF-2-MH,199-2024,8252.698,22.248,SF-2-MH,HEIGHTS,0199-2024,CPE
49979,SF-4-MH,199-2024,4341.195,18.743,SF-4-MH,EAST PRICE HILL,0199-2024,CPE
49982,SF-2-MH,199-2024,4306.806,19.505,SF-2-MH,EVANSTON,0199-2024,CPE
49987,RMX-MH,199-2024,2511.875,5.702,RMX-MH,EAST PRICE HILL,0199-2024,CPE
49988,SF-4-MH,199-2024,5643.586,17.537,SF-4-MH,WESTWOOD,0199-2024,CPE
49991,MG-MH,199-2024,7201.44,33.779,MG-MH,AVONDALE,0199-2024,CPE
49992,SF-10-MH,199-2024,7993.761,53.54,SF-10-MH,MOUNT AIRY,0199-2024,CPE
49995,SF-4-MH,199-2024,4218.086,25.126,SF-4-MH,KENNEDY HEIGHTS,0199-2024,CPE
49996,SF-4-MH,199-2024,2429.804,4.277,SF-4-MH,WEST PRICE HILL,0199-2024,CPE
49997,MG-MH,199-2024,8823.405,53.08,MG-MH,WEST END,0199-2024,CPE
49998,SF-6-MH,199-2024,5915.987,34.503,SF-6-MH,WESTWOOD,0199-2024,CPE
50001,CN-M-MH,199-2024,1253.73,1.589,CN-M-MH,EAST END,0199-2024,CPE
50002,CN-M-MH,199-2024,8871.306,33.158,CN-M-MH,HARTWELL,0199-2024,CPE
50003,CN-M-MH,199-2024,4570.574,11.57,CN-M-MH,HYDE PARK,0199-2024,CPE
50004,SF-4-MH,199-2024,9417.383,68.586,SF-4-MH,CARTHAGE,0199-2024,CPE
50005,SF-6-MH,199-2024,11483.112,109.989,SF-6-MH,HARTWELL,0199-2024,CPE
50006,OL-MH,199-2024,1119.756,1.138,OL-MH,HYDE PARK,0199-2024,CPE
50007,CG-A-MH,199-2024,6815.976,25.778,CG-A-MH,OAKLEY,0199-2024,CPE
50008,RMX-MH,199-2024,6535.976,19.738,RMX-MH,WEST PRICE HILL,0199-2024,CPE
50009,SF-10-MH,199-2024,15127.02,146.225,SF-10-MH,WESTWOOD,0199-2024,CPE
50010,RMX-MH,199-2024,2676.119,6.019,RMX-MH,PLEASANT RIDGE,0199-2024,CPE
50011,ML-MH,199-2024,45511.547,613.823,ML-MH,LINWOOD,0199-2024,CPE
50014,SF-10-MH,199-2024,4593.625,13.376,SF-10-MH,EAST WALNUT HILLS,0199-2024,CPE
50015,SF-4-MH,199-2024,3480.167,8.223,SF-4-MH,COLUMBIA TUSCULUM,0199-2024,CPE
50020,ML-MH,199-2024,3432.344,14.678,ML-MH,OAKLEY,0199-2024,CPE
50025,CN-M-MH,199-2024,1635.145,1.952,CN-M-MH,WALNUT HILLS,0199-2024,CPE
50026,ML-MH,199-2024,2425.627,7.398,ML-MH,WALNUT HILLS,0199-2024,CPE
50027,SF-2-MH,199-2024,10012.276,31.045,SF-2-MH,EAST PRICE HILL,0199-2024,CPE
50030,SF-10-MH,199-2024,5713.593,21.007,SF-10-MH,HYDE PARK,0199-2024,CPE
50031,SF-4-MH,199-2024,32439.22,273.394,SF-4-MH,WESTWOOD,0199-2024,CPE
50032,SF-2-MH,199-2024,9560.975,68.655,SF-2-MH,EVANSTON,0199-2024,CPE
50033,CC-M-MH,199-2024,1117.437,1.042,CC-M-MH,EAST WALNUT HILLS,0199-2024,CPE
50034,SF-4-MH,199-2024,11197.894,46.903,SF-4-MH,EAST PRICE HILL,0199-2024,CPE
50037,CN-P-MH,199-2024,4404.998,13.844,CN-P-MH,MOUNT LOOKOUT,0199-2024,CPE
50038,SF-2-MH,199-2024,5103.898,16.824,SF-2-MH,LOWER PRICE HILL,0199-2024,CPE
50039,CN-M-MH,199-2024,2889.353,4.976,CN-M-MH,MOUNT WASHINGTON,0199-2024,CPE
50040,CN-M-MH,199-2024,7624.354,12.323,CN-M-MH,EAST END,0199-2024,CPE
50041,CN-M-MH,199-2024,2391.909,7.815,CN-M-MH,WEST END,0199-2024,CPE
50045,SF-4-MH,199-2024,3796.112,8.784,SF-4-MH,WALNUT HILLS,0199-2024,CPE
50046,SF-4-MH,199-2024,24376.312,153.073,SF-4-MH,MADISONVILLE,0199-2024,CPE
50047,CN-P-MH,199-2024,1032.4,0.856,CN-P-MH,CARTHAGE,0199-2024,CPE
50048,CC-M-MH,199-2024,2947.596,7.822,CC-M-MH,WESTWOOD,0199-2024,CPE
50049,CN-M-MH,199-2024,2390.463,6.195,CN-M-MH,OAKLEY,0199-2024,CPE
50050,SF-2-MH,199-2024,5783.662,12.681,SF-2-MH,MOUNT ADAMS,0199-2024,CPE
50053,SF-6-MH,199-2024,30351.258,247.003,SF-6-MH,WEST PRICE HILL,0199-2024,CPE
50054,RMX-MH,199-2024,5506.577,23.805,RMX-MH,KENNEDY HEIGHTS,0199-2024,CPE
50055,OL-MH,199-2024,757.511,0.815,OL-MH,WESTWOOD,0199-2024,CPE
50058,RMX-MH,199-2024,23239.686,123.106,RMX-MH,EVANSTON,0199-2024,CPE
50059,SF-4-MH,199-2024,25663.256,166.709,SF-4-MH,EVANSTON,0199-2024,CPE
50060,CC-M-MH,199-2024,1862.619,4.603,CC-M-MH,MOUNT WASHINGTON,0199-2024,CPE
50061,OL-MH,199-2024,925.267,0.978,OL-MH,WEST PRICE HILL,0199-2024,CPE
50062,CC-A-MH,199-2024,6856.698,57.043,CC-A-MH,CARTHAGE,0199-2024,CPE
50063,OG-MH,199-2024,4541.985,16.005,OG-MH,WALNUT HILLS,0199-2024,CPE
50064,SF-6-MH,199-2024,6548.963,29.386,SF-6-MH,OAKLEY,0199-2024,CPE
50071,SF-4-MH,199-2024,3320.229,12.498,SF-4-MH,PLEASANT RIDGE,0199-2024,CPE
50072,SF-10-MH,199-2024,18839.552,131.571,SF-10-MH,COLLEGE HILL,0199-2024,CPE
50075,SF-6-MH,199-2024,94840.086,671.229,SF-6-MH,HYDE PARK,0199-2024,CPE
50076,CC-P-MH,199-2024,2086.019,2.677,CC-P-MH,EAST WALNUT HILLS,0199-2024,CPE
50077,CC-M-MH,199-2024,4374.722,18.062,CC-M-MH,EAST END,0199-2024,CPE
50080,CC-M-MH,199-2024,2024.236,2.734,CC-M-MH,WEST PRICE HILL,0199-2024,CPE
50081,CC-A-MH,199-2024,2219.212,7.018,CC-A-MH,EAST PRICE HILL,0199-2024,CPE
50084,SF-4-MH,199-2024,3312.508,11.001,SF-4-MH,HARTWELL,0199-2024,CPE
50085,OL-MH,199-2024,2444.386,3.53,OL-MH,HYDE PARK,0199-2024,CPE
50086,SF-6-MH,199-2024,20047.047,200.284,SF-6-MH,EAST PRICE HILL,0199-2024,CPE
50087,CN-P-MH,199-2024,534.81,0.36,CN-P-MH,EVANSTON,0199-2024,CPE
50088,SF-6-MH,199-2024,3992.876,7.103,SF-6-MH,WEST PRICE HILL,0199-2024,CPE
50089,SF-2-MH,199-2024,11395.464,59.917,SF-2-MH,CARTHAGE,0199-2024,CPE
50090,RMX-MH,199-2024,4940.844,10.721,RMX-MH,EAST WALNUT HILLS,0199-2024,CPE
50093,SF-6-MH,199-2024,15636.911,135.897,SF-6-MH,MOUNT AIRY,0199-2024,CPE
50094,RMX-MH,199-2024,2304.305,1.784,RMX-MH,MADISONVILLE,0199-2024,CPE
50095,OG-MH,199-2024,27212.279,129.736,OG-MH,CORRYVILLE,0199-2024,CPE
50096,MG-MH,199-2024,4788.257,24.158,MG-MH,LOWER PRICE HILL,0199-2024,CPE
50097,SF-6-MH,199-2024,9736.4,59.942,SF-6-MH,EAST PRICE HILL,0199-2024,CPE
50098,SF-4-MH,199-2024,15016.246,66.297,SF-4-MH,MADISONVILLE,0199-2024,CPE
50101,SF-6-MH,199-2024,10605.389,41.988,SF-6-MH,MADISONVILLE,0199-2024,CPE
50104,CC-M-MH,199-2024,2968.575,6.176,CC-M-MH,EAST END,0199-2024,CPE
50107,SF-20-MH,199-2024,525.309,0.392,SF-20-MH,EAST PRICE HILL,0199-2024,CPE
50108,CN-P-MH,199-2024,659.987,0.595,CN-P-MH,HARTWELL,0199-2024,CPE
50109,SF-10-MH,199-2024,3616.684,9.709,SF-10-MH,SAYLER PARK,0199-2024,CPE
50110,RMX-MH,199-2024,3055.893,8.784,RMX-MH,EAST PRICE HILL,0199-2024,CPE
50111,SF-2-MH,199-2024,4953.256,12.73,SF-2-MH,MOUNT LOOKOUT,0199-2024,CPE
50112,SF-20-MH,199-2024,15977.342,194.823,SF-20-MH,COLUMBIA TUSCULUM,0199-2024,CPE
50113,SF-10-MH,199-2024,3676.554,10.217,SF-10-MH,EAST WALNUT HILLS,0199-2024,CPE
50116,SF-10-MH,199-2024,4357.226,16.461,SF-10-MH,EVANSTON,0199-2024,CPE
50119,RF-M-MH,199-2024,5841.416,38.731,RF-M-MH,EAST END,0199-2024,CPE
50120,SF-2-MH,199-2024,3242.67,5.546,SF-2-MH,EAST PRICE HILL,0199-2024,CPE
50123,SF-10-MH,199-2024,5516.227,35.479,SF-10-MH,WEST PRICE HILL,0199-2024,CPE
50124,SF-6-MH,199-2024,14469.78,102.533,SF-6-MH,WEST PRICE HILL,0199-2024,CPE
50127,SF-4-MH,199-2024,24859.689,168.153,SF-4-MH,OAKLEY,0199-2024,CPE
50129,RMX-MH,199-2024,2648.373,7.262,RMX-MH,CARTHAGE,0199-2024,CPE
50132,SF-4-MH,199-2024,11903.23,89.96,SF-4-MH,OAKLEY,0199-2024,CPE
50135,RF-R-MH,199-2024,12562.465,21.686,RF-R-MH,SAYLER PARK,0199-2024,CPE
50137,SF-6-MH,199-2024,9287.733,44.602,SF-6-MH,PLEASANT RIDGE,0199-2024,CPE
50138,RMX-MH,199-2024,5015.339,14.575,RMX-MH,MOUNT ADAMS,0199-2024,CPE
50139,OL-MH,199-2024,3569.768,16.895,OL-MH,WESTWOOD,0199-2024,CPE
50142,CC-M-MH,199-2024,2277.664,2.718,CC-M-MH,EAST WALNUT HILLS,0199-2024,CPE
50143,CN-P-MH,199-2024,548.12,0.416,CN-P-MH,HYDE PARK,0199-2024,CPE
50146,RMX-MH,199-2024,2008.724,3.644,RMX-MH,EAST PRICE HILL,0199-2024,CPE
50147,RMX-MH,199-2024,3340.941,7.053,RMX-MH,EVANSTON,0199-2024,CPE
50148,SF-6-MH,199-2024,1403.444,2.721,SF-6-MH,HYDE PARK,0199-2024,CPE
50149,SF-4-MH,199-2024,2645.363,5.986,SF-4-MH,WESTWOOD,0199-2024,CPE
50154,RF-C-MH,199-2024,20358.697,98.506,RF-C-MH,RIVERSIDE,0199-2024,CPE
50157,CN-P-MH,199-2024,3295.632,4.613,CN-P-MH,MADISONVILLE,0199-2024,CPE
50158,RMX-MH,199-2024,6053.73,18.747,RMX-MH,OAKLEY,0199-2024,CPE
50161,SF-10-MH,199-2024,8906.555,82.978,SF-10-MH,HARTWELL,0199-2024,CPE
50162,SF-6-MH,199-2024,14781.959,49.988,SF-6-MH,MOUNT LOOKOUT,0199-2024,CPE
50165,CC-M-MH,199-2024,2433.202,5.669,CC-M-MH,MOUNT WASHINGTON,0199-2024,CPE
50166,CC-M-MH,199-2024,4552.86,6.657,CC-M-MH,WALNUT HILLS,0199-2024,CPE
50167,SF-2-MH,199-2024,13446.94,144.444,SF-2-MH,WEST PRICE HILL,0199-2024,CPE
50170,SF-4-MH,199-2024,2725.888,6.565,SF-4-MH,WEST PRICE HILL,0199-2024,CPE
50171,SF-6-MH,199-2024,7114.949,46.401,SF-6-MH,MADISONVILLE,0199-2024,CPE
50172,RMX-MH,199-2024,1565.695,2.018,RMX-MH,EVANSTON,0199-2024,CPE
50173,SF-10-MH,199-2024,5229.728,12.725,SF-10-MH,EAST WALNUT HILLS,0199-2024,CPE
50174,SF-2-MH,199-2024,4985.267,17.862,SF-2-MH,EAST END,0199-2024,CPE
50175,SF-6-MH,199-2024,5272.946,5.833,SF-6-MH,OAKLEY,0199-2024,CPE
50176,CC-M-MH,199-2024,1847.57,2.8,CC-M-MH,HYDE PARK,0199-2024,CPE
50177,CC-M-MH,199-2024,729.565,0.762,CC-M-MH,MOUNT WASHINGTON,0199-2024,CPE
50178,MG-MH,199-2024,3497.091,13.01,MG-MH,EAST END,0199-2024,CPE
50179,CC-A-MH,199-2024,2966.569,5.777,CC-A-MH,SAYLER PARK,0199-2024,CPE
50180,ML-MH,199-2024,5021.264,22.388,ML-MH,EAST END,0199-2024,CPE
50181,CC-M-MH,199-2024,1304.588,1.97,CC-M-MH,EAST PRICE HILL,0199-2024,CPE
50182,SF-4-MH,199-2024,5257.307,16.468,SF-4-MH,WESTWOOD,0199-2024,CPE
50185,CC-M-MH,199-2024,9317.101,35.498,CC-M-MH,OAKLEY,0199-2024,CPE
50186,CG-A-MH,199-2024,7633.066,38.679,CG-A-MH,OAKLEY,0199-2024,CPE
50187,CC-P-MH,199-2024,2091.214,5.314,CC-P-MH,MOUNT WASHINGTON,0199-2024,CPE
50194,RMX-MH,199-2024,6146.34,23.533,RMX-MH,WALNUT HILLS,0199-2024,CPE
50195,SF-4-MH,199-2024,2220.339,4.605,SF-4-MH,WESTWOOD,0199-2024,CPE
50196,ML-MH,199-2024,7998.511,39.484,ML-MH,CARTHAGE,0199-2024,CPE
50197,CN-P-MH,199-2024,1076.029,0.668,CN-P-MH,OAKLEY,0199-2024,CPE
