OBJECTID,ZCODE_VERSION,ZONE_DESCRIPTION,NBHD_CONTEXT,ZONE_DISTRICT_GROUP,ZONE_USE_FORM,ZONE_DISTRICT,ZONE_DIST_TYPE,OVERLAY_DISTRICT,WAIVERS,CONDITIONS,PUD_NUM,PUD_STD_ZONE_DIST,ORD_NUM,ORD_YEAR,PBG,NOTES,PUD_DOCUMENT,GLOBALID,HEIGHT_STORIES,ADU,Shape_Area,Shape_Length
16788,2010,Main Street  (MS),GENERAL URBAN,G-MS,MS,G-MS-3,Commercial Mixed Use,DO-8,,,,,1567,2023,,,NA.pdf,2073e940-b149-463c-ae97-34176ebeb290,3,Yes,36558.93213,1054.922571
16789,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-12,Residential,UO-3,,,,,333,2010,,,NA.pdf,2076efea-f4ba-438d-ac30-709f2e44cc33,12,Yes,98495.39014,1496.478693
16790,2010,"Industrial - Mixed Use  (I-MX, M-IMX)",SPECIAL INDUSTRIAL,I-MX,MX,I-MX-3,Commercial Mixed Use,,,,,,333,2010,,Commercial MU per definitions in code,NA.pdf,20777e34-f9a6-4ceb-9c0a-a9b28800d50e,3,Yes,36868.65687,989.3532738
16791,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-2,Commercial Mixed Use,DO-8,,,,,157,2021,,,NA.pdf,213746bb-d6e5-4eda-9398-e943ba5da2d6,2,Yes,30140.2749,695.0147824
16792,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,2197bfcb-1167-4131-a4f3-30b95e569a38,5,Yes,240046.5234,2204.821028
16793,2010,"Multi Unit  (MU, RH, RO)",URBAN EDGE,E-MU,MU,E-MU-2.5,Residential,,,,,,333,2010,,,NA.pdf,21e8665a-6ade-4352-b33d-2a5c197f4c46,2,Yes,305232.9033,2254.667908
16794,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-MU,MU,S-MU-3,Residential,,,,,,333,2010,, ,NA.pdf,220cf9e2-aadb-4b0d-8bee-064b86f0753a,3,Yes,44600.99707,864.4291936
16795,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,"UO-1, UO-2, DO-8",,,,,157,2021,,,NA.pdf,221d1bb2-0771-4c05-bc99-739bfe8b7e55,3,Yes,336558.6577,3438.133341
16796,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-RO,RO,G-RO-5,Residential,,,,,,333,2010,,,NA.pdf,22448950-ddaa-4819-8216-18e53a0c7707,5,Yes,107651.6899,1646.886805
16797,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-8,Residential,,,,,,333,2010,,,NA.pdf,225a7bfc-99eb-4bb3-a48a-058d7b062492,8,Yes,39460.67432,820.721067
16798,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-3,Residential,UO-3,,,,,333,2010,,,NA.pdf,23973a50-fcc0-42ea-93ca-52d6f5b3c2e1,3,Yes,564955.2368,4359.358901
16799,2010,Main Street  (MS),URBAN CENTER,C-MS,MS,C-MS-8,Commercial Mixed Use,DO-1,,,,,333,2010,,Design Review District,NA.pdf,23d531cb-68dc-4614-9d10-d15c68ae1c85,8,Yes,7196.780273,422.5754313
16800,2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,23f48472-68da-481f-966a-24782af55387,3,Yes,32712.97559,847.8490482
16801,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-3A,Commercial Mixed Use,,,,,,1644,2025,,,NA.pdf,2403ee43-7162-43d6-bea9-25016d987929,3,Yes,668044.5402,3567.330648
16802,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-16,Commercial Mixed Use,,,,,,314,2016,,,NA.pdf,249217ae-1295-4d77-a873-a3726cfe251c,16,Yes,1516063.021,7874.742819
16803,2010,"Industrial - Mixed Use  (I-MX, M-IMX)",SPECIAL INDUSTRIAL,I-MX,MX,I-MX-3,Commercial Mixed Use,UO-2,,,,,333,2010,,Commercial MU per definitions in code,NA.pdf,24ec8d7a-c938-47df-bf38-dd16004b6246,3,Yes,54072.93945,1010.919943
16804,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-RH,RH,S-RH-2.5,Residential,,,,,,306,2018,,Changed from -TH- Ord 306-2018,NA.pdf,24fe09b8-1447-4f34-a526-290c2507d39f,2.5,Yes,145673.9365,2113.364185
16805,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-3,Commercial Mixed Use,,,,,,508,2016,,,NA.pdf,258fcd64-51b5-4ab5-9fe4-54ff840c0678,3,Yes,245276.9917,1988.49983
16806,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-RO,RO,G-RO-3,Residential,,,,,,333,2010,,,NA.pdf,25b82a01-0521-4a2a-b38a-7e39c8850c85,3,Yes,81726.64453,1271.245282
16807,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-2,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,25d6e3e9-26d8-4bd2-9837-d8591a1af63a,2,Yes,387535.8027,3555.659493
16808,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-2X,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,25f5e6b8-b7f0-4d23-85d2-151b4afe3abf,2,Yes,12701.08203,484.6973355
16809,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-MU,MU,S-MU-3,Residential,UO-3,,,,,333,2010,,,NA.pdf,2631825b-3410-4ed0-9f30-73567499dc55,3,Yes,288318.2778,2979.069799
16810,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-5,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,26b84e5e-2cf2-4f55-8c02-880c5d1e4ad3,5,Yes,84055.89355,1883.862525
16811,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-2X,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,26ba68d6-365e-4fb9-93cb-8db7e702b5ac,2,Yes,17715.28857,584.444456
16812,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-RH,RH,S-RH-2.5,Residential,,,,,,306,2018,,Changed from -TH- Ord 306-2018,NA.pdf,26cab0b0-854c-4523-aeab-d9dbcdb726cd,2.5,Yes,8217.310547,399.6452563
16813,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-3,Residential,UO-3,,,,,333,2010,,,NA.pdf,27411f0f-bc34-4f7e-9394-cf6ed1b8ae7d,3,Yes,84460.6748,1314.423018
16814,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-12,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,276ebf55-d1aa-47df-9db1-dd055fe0ed5b,12,Yes,8316.513184,432.3991438
16815,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-5,Commercial Mixed Use,"UO-1, UO-2, DO-8",,,,,157,2021,,,NA.pdf,281e7bc4-4639-4de3-91cc-85029345497c,5,Yes,56406.91016,1141.558634
16816,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,2823a848-a6c7-4968-be4f-73197b27680e,3,Yes,516880.4243,3835.971054
16817,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-12,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,286a389a-f4e8-400f-a06c-5150f28abbc9,12,Yes,126336.9346,1485.527472
16818,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,"UO-1, UO-2, DO-7",,,,,425,2022,,Merged with ord 17-2018,NA.pdf,286b9926-a3bd-49ed-b184-5d89874f43ab,3,Yes,69701.4082,1153.144623
16819,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-3,Residential,,,,,,131,2010,,,NA.pdf,29116dc5-4704-478f-854e-25030e80aa60,3,Yes,10780.35547,425.0157244
16820,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,29156c29-87c0-4c14-941d-8ec153380e68,3,Yes,273805.1919,3644.396269
16821,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-5,Residential,,,,,,333,2010,,,NA.pdf,299fedc0-17b3-4f46-a34f-7f77d594e408,5,Yes,131306.502,1568.059204
16822,2010,"Mixed Use  (MX, M-GMX)",GENERAL URBAN,G-MX,MX,G-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,2a23205d-25b4-47f6-a5b9-4625ca57a32a,3,Yes,26148.24316,665.3408534
16823,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-2,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,2a84ab16-d126-41c9-99d8-ca6e9557cd28,2,Yes,10019.50244,400.7306087
16824,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-3,Residential,,,,,,23,2014,,,NA.pdf,2ae16805-9744-4623-b915-d95527431e11,3,Yes,24192.66357,625.9610445
16825,2010,"Industrial - Mixed Use  (I-MX, M-IMX)",SPECIAL INDUSTRIAL,I-MX,MX,I-MX-8,Commercial Mixed Use,DO-7,,,,,17,2018,,Commercial MU per definitions in code,NA.pdf,2ae9015b-ce76-4791-9327-6669b944e882,8,Yes,48471.09033,1024.334097
16826,2010,Main Street  (MS),URBAN CENTER,C-MS,MS,C-MS-5,Commercial Mixed Use,DO-8,,,,,1567,2023,,,NA.pdf,2b3e79e1-91bd-490b-a21e-050f977ca2a7,5,Yes,299586.7847,3061.687321
16827,2010,Main Street  (MS),URBAN CENTER,C-MS,MS,C-MS-12,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,2b7e7683-d4a0-4067-96ef-c54627751a29,12,Yes,35994.03271,778.5338023
16828,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,,,,,,1013,2018,,Merged with ZMA ord 368-2017,NA.pdf,2bc5df95-2ce9-4ac9-b8ec-46ba6392db98,5,Yes,989359.002,5577.135506
16829,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-5,Residential,UO-3,,,,,333,2010,,,NA.pdf,2c0a4e2a-ff74-4021-aeeb-857863f92808,5,Yes,275448.4331,2125.241108
16830,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-3,Commercial Mixed Use,,,,,,837,2014,,Passed 1/20/2015 Filed under series 2014,NA.pdf,2c2fe8e0-fdaf-432e-bafd-491e51ce5663,3,Yes,102761.7793,1549.195695
16831,2010,"Multi Unit  (MU, RH, RO)",URBAN EDGE,E-RH,RH,E-RH-2.5,Residential,,,,,,306,2018,,Changed from -TH- Ord. 306-2018,NA.pdf,2cf5086a-8c26-4862-a3eb-f1c6bad3565a,2.5,Yes,435530.1904,3862.464957
16832,2010,"Mixed Use  (MX, M-GMX)",GENERAL URBAN,G-MX,MX,G-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,2d05362e-26a5-45bf-8c0f-055f983bb56e,3,Yes,127271.1489,1714.204414
16833,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-MU,MU,S-MU-5,Residential,,,,,,333,2010,,,NA.pdf,2d0e1c7d-9451-4f36-84dd-437624ffc324,5,Yes,306501.6675,2723.999927
16834,2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,2d2d6bab-cfc4-4857-843f-aeadbc399f19,3,Yes,160257.5815,1935.419928
16835,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,2da96952-981f-441b-ae20-6d3f90689b7b,3,Yes,19343.18408,656.9233711
16836,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,2dea6f8d-a8f6-4ea0-ba4f-46c678c257c7,8,Yes,808987.8364,4409.267558
16837,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-3,Residential,,,,,,333,2010,,,NA.pdf,2e1d5165-0f75-4f1a-80c0-f1be11808be1,3,Yes,178915.3882,1868.731312
16838,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-2,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,2e4797ed-2fa4-4754-8ea1-860fd23c7a01,2,Yes,112356.8105,1497.43332
16839,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-2X,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,2e6604e8-c0a9-4623-875f-11ecb5fbe551,2,Yes,14870.31641,517.5333462
16840,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-2,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,2ee3bd39-9f9a-4c16-aab6-c3f4c7cec082,2,Yes,48557.62158,882.547742
16841,2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,2f0101e7-e7ab-4cf6-99b4-7bdcaa178e31,3,Yes,9536.336426,533.7347844
16842,2010,Main Street  (MS),URBAN EDGE,E-MS,MS,E-MS-2,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,2f187f18-3feb-4371-9094-8a7f8ccee035,2,Yes,94973.50977,1298.345479
16843,2010,"Industrial - Mixed Use  (I-MX, M-IMX)",MASTER PLAN,M-IMX,IMX,M-IMX-5,Commercial Mixed Use,UO-1,,,,,333,2010,,Commercial MU per definitions in code,NA.pdf,2f1fce5c-c473-488d-9790-23dcacce771e,5,Yes,3401333.938,8047.604765
16844,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-12A,Commercial Mixed Use,,,,,,1644,2025,,,NA.pdf,2f899e3a-ce8c-4a27-87c0-f920fa5f8994,12,Yes,74252.42285,1467.277333
16845,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-MU,MU,S-MU-3,Residential,,,,,,333,2010,,,NA.pdf,2f92d127-27c7-4863-b922-f8d6d86d2229,3,Yes,30545.46094,699.4945671
16846,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-3,Residential,UO-3,,,,,333,2010,,,NA.pdf,2f9b7120-aad9-40e6-b504-1d465a412cdb,3,Yes,1539170.194,7559.241623
16847,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,2fa55dab-9553-4ed0-a11a-24d51471b18e,3,Yes,164103.126,1754.127205
16848,2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,2fae8e33-afec-4c12-94e9-ad447aab4546,3,Yes,260353.0566,2204.327595
16849,2010,Main Street  (MS),URBAN CENTER,C-MS,MS,C-MS-5,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,2fd6d683-bb3a-4a27-a23a-30c8440d4d9c,5,Yes,28645.51514,689.7231867
16850,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,2fdd65d3-db48-49c2-8dd2-48d5f074e71d,5,Yes,95873.58398,1247.826412
16851,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,300609ef-2155-42d5-97e8-9bad15b86dd0,5,Yes,95305.86133,1366.046334
16852,2010,Commercial Corridor  (CC),URBAN EDGE,E-CC,CC,E-CC-3X,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,30e1fdfe-4d3e-43c4-98ce-490fa6312b1f,3,Yes,126990.2954,2054.38763
16853,2010,"Mixed Use  (MX, M-GMX)",GENERAL URBAN,G-MX,MX,G-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,311e9071-9bbc-4ee2-ae8d-ae92a295ab72,3,Yes,54410.45361,990.0757913
16854,2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3,Commercial Mixed Use,,,,,,891,2015,,,NA.pdf,3166ac29-8da9-450c-bbfe-686e4364edd5,3,Yes,63268.61084,1006.852492
16855,2010,Commercial Corridor  (CC),SUBURBAN,S-CC,CC,S-CC-3X,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,318d4d54-6157-404c-86e9-af93786cffd5,3,Yes,63529.64307,1048.574633
16856,2010,Main Street  (MS),URBAN CENTER,C-MS,MS,C-MS-8,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,3210f57e-a612-4a99-9476-6ec1d989e012,8,Yes,23357.60645,621.8195315
16857,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-3A,Commercial Mixed Use,UO-1,,,,,1644,2025,,,NA.pdf,32137477-0487-4f43-8cbc-26bc1bbd73e5,3,Yes,278054.9746,2165.430603
16858,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,,,*,,,81,2013,,,NA.pdf,323550eb-cb76-4e53-81c6-032368138d96,8,Yes,28667.29932,672.8886135
16859,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-5,Residential,,,,,,333,2010,,,NA.pdf,3247a232-a67e-4eea-9b06-a1646a55adbf,5,Yes,85613.84521,1323.137126
16860,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,3276b56d-f98c-4e7a-82e6-89223b7ce6d8,3,Yes,50753.86182,975.7798025
16861,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,3297f45c-d29f-464a-85fc-e456aab937f6,8,Yes,573229.6699,3842.75713
16862,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-2,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,32a34cb4-2ee8-44fa-ab47-0758ba4e2a11,2,Yes,19483.00928,569.6021349
16863,2010,Commercial Corridor  (CC),SUBURBAN,S-CC,CC,S-CC-5X,Commercial Mixed Use,,,,,,191,2016,,Was GTWY Use Area MU2 WVRS *,NA.pdf,334564d9-fc31-403b-8ff5-331a922e61f1,5,Yes,165072.3154,1674.410227
16864,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-8A,Commercial Mixed Use,,,,,,1644,2025,,,NA.pdf,340f6200-c50d-46d8-9f68-bc505889131c,8,Yes,268159.6069,2633.351026
16865,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,DO-5,,,,,676,2015,,,NA.pdf,3412e3d2-b927-467b-974c-fda33ced93e3,8,Yes,147546.9277,1552.922738
16866,2010,Single Unit  (SU),URBAN,U-SU,SU,U-SU-B,Residential,,,,,,1304,2024,,,NA.pdf,34bb86d4-e52d-4a44-9e4a-3ec340837b79,,Yes,2904790.424,10946.11227
16867,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-5,Residential,UO-3,,,,,333,2010,,,NA.pdf,34fb60a6-8751-4ed0-a73b-74214def3c44,5,Yes,410787.4058,3366.373076
16868,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-2X,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,351a6ba8-83b5-4a4b-acd9-ace749f2cd0f,2,Yes,20635.4043,583.9336345
16869,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-8,Residential,UO-3,,,,,333,2010,,,NA.pdf,35d4d067-c61a-4464-ad3b-b6d9b915eaf7,8,Yes,29391.19287,709.5256277
16870,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,35d7d24c-3e89-4300-ba79-8ad9cb9cc6cf,5,Yes,404268.6162,3996.670046
16871,2010,Main Street  (MS),URBAN CENTER,C-MS,MS,C-MS-5,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,365afe06-08ad-42b3-b264-1c113e0943db,5,Yes,79872.41455,1264.266772
16872,2010,Main Street  (MS),GENERAL URBAN,G-MS,MS,G-MS-5,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,365c77a2-56db-45c0-9b38-c01196fbe195,5,Yes,196539.8828,2283.095616
16873,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,,,,,,225,2011,, ,NA.pdf,368c3e4d-b2ec-41cb-a88c-38076ba1402f,3,Yes,356799.5742,3208.736634
16874,2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-2X,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,369b295f-bf40-452b-b5e9-0699ed758df0,2,Yes,64602.57471,1084.742044
16875,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-RO,RO,G-RO-5,Residential,,,,,,333,2010,,,NA.pdf,36a0a15f-5560-4ba9-b732-2879115696e7,5,Yes,250756.7427,2536.854373
16876,2010,Commercial Corridor  (CC),SUBURBAN,S-CC,CC,S-CC-3,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,36c18a52-eeb4-425b-825a-35aabfba254b,3,Yes,50436.17676,914.8949699
16877,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-RH,RH,S-RH-2.5,Residential,,,,,,306,2018,,Changed from -TH- Ord 306-2018,NA.pdf,3713a790-b97c-44cb-a1e4-bf9bc22e6d7c,2.5,Yes,86703.21533,1322.44645
16878,2010,Industrial - Light  (I-A),SPECIAL INDUSTRIAL,I,999,I-A,Industrial,UO-2,,,,,333,2010,,,NA.pdf,3727405b-3e44-470b-ac29-25de87405fd9,,No,1911742.267,12305.57121
16879,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,372cc242-46f1-422a-99c1-31f52222f54b,3,Yes,70800.03418,1205.07627
16880,2010,Main Street  (MS),GENERAL URBAN,G-MS,MS,G-MS-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,3735cf1c-7490-4330-8187-3cf5f6bb5f54,3,Yes,23343.62158,704.3393549
16881,2010,Industrial - General  (I-B),SPECIAL INDUSTRIAL,I,999,I-B,Industrial,,,,,,333,2010,,,NA.pdf,37741b1d-6f85-4b78-b205-658c3e95dcf6,,No,1055839.157,7988.487367
16882,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-2,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,37fcc501-291a-4250-ae78-d8635871acd7,2,Yes,96227.06836,1246.627912
16883,2010,Main Street  (MS),URBAN CENTER,C-MS,MS,C-MS-5,Commercial Mixed Use,"UO-1, UO-2",,,,,58,2019,,,NA.pdf,381d49c7-c3c7-406d-8752-d132968ffd37,5,Yes,310783.3218,3958.711159
16884,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-2,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,383e53e1-0b3a-4e6f-b9bf-33b1bf28ccf3,2,Yes,85680.38379,1768.400381
16885,2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,3887dd4f-c7a8-44bf-b19f-63937557db13,3,Yes,961858.6704,9428.122181
16886,2010,"Mixed Use  (MX, M-GMX)",MASTER PLAN,M-MX,MX,M-MX-5,Commercial Mixed Use,,,,,,430,2016,,,NA.pdf,389ace5d-328b-42b4-9b1a-54996aa91062,5,Yes,566568.5723,3393.624532
16887,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-12,Residential,UO-3,,,,,333,2010,,,NA.pdf,38ade4f0-9183-4411-ace2-e21713e3c1b0,12,Yes,50632.7124,1037.645882
16888,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-3,Residential,,,,,,333,2010,,,NA.pdf,38af02be-afb1-41c7-bd1e-ffcb7feb3487,3,Yes,85245.86328,1379.381785
16889,2010,"Industrial - Mixed Use  (I-MX, M-IMX)",SPECIAL INDUSTRIAL,I-MX,MX,I-MX-3,Commercial Mixed Use,UO-2,,,,,333,2010,,Commercial MU per definitions in code,NA.pdf,39079c84-fead-4e26-8ba0-751b61832215,3,Yes,628588.0923,4280.186882
16890,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,,,,,,333,2010,, ,NA.pdf,3976f248-332f-43bf-9d09-02bb4e7a3459,5,Yes,98370.76807,1561.9991
16891,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-3A,Commercial Mixed Use,"UO-1, UO-2",,,,,1644,2025,,,NA.pdf,399194c1-97fa-48d6-bc9f-17c680499554,3,Yes,91273.9458,1674.824656
16892,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-5,Residential,,,,,,333,2010,,,NA.pdf,39cafb58-3586-4a68-86ad-b986a6d7f5cc,5,Yes,13399.26074,652.3584766
16893,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,39d79479-96d1-41be-aff0-7351f4f934d7,8,Yes,252960.2329,2877.6206
16894,2010,"Industrial - Mixed Use  (I-MX, M-IMX)",SPECIAL INDUSTRIAL,I-MX,MX,I-MX-3,Commercial Mixed Use,,,,,,333,2010,,Commercial MU per definitions in code,NA.pdf,3a2f4f32-4520-4682-a01e-128892653264,3,Yes,22687.78613,606.1202699
16895,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-5,Residential,UO-3,,,,,333,2010,,,NA.pdf,3a54166e-878f-4d61-a031-e2edbb668aab,5,Yes,65625.86426,1036.433377
16896,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-MU,MU,S-MU-3,Residential,,,,,,229,2018,,,NA.pdf,3a707525-edf1-448b-aa85-5021f4f3e5ae,3,Yes,8997.71875,459.9618732
16897,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,3a7e3b16-4137-4c62-9c49-41d4050b8152,5,Yes,26278.33105,733.4640098
