OBJECTID,ZCODE_VERSION,ZONE_DESCRIPTION,NBHD_CONTEXT,ZONE_DISTRICT_GROUP,ZONE_USE_FORM,ZONE_DISTRICT,ZONE_DIST_TYPE,OVERLAY_DISTRICT,WAIVERS,CONDITIONS,PUD_NUM,PUD_STD_ZONE_DIST,ORD_NUM,ORD_YEAR,PBG,NOTES,PUD_DOCUMENT,GLOBALID,HEIGHT_STORIES,ADU,Shape_Area,Shape_Length
15671,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,492,,163,2000,,,PUD 492.pdf,fdfdee4f-d25e-4dbf-bed4-95bff05dc09f,,No,8587.184082,439.6463375
15672,2010,Single Unit  (SU),URBAN EDGE,E-SU,SU,E-SU-DX,Residential,UO-3,,,,,333,2010,,,NA.pdf,fe2b279d-441c-4c21-8dd5-8566e62c85ac,,No,427687.2319,2843.27718
15673,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,fe4f054c-7bda-4720-85f7-13d46d275457,,No,137103.8018,1949.556368
15674,2010,Industrial - Light  (I-A),SPECIAL INDUSTRIAL,I,999,I-A,Industrial,,,,,,439,2013,,,NA.pdf,fecc6282-85e5-4091-b8df-f2316dbc754c,,No,1005576.85,4008.214963
15675,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,ff20511d-99d7-4470-a2d7-0cf830362e08,,No,668233.0859,3752.286125
15676,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,ff3fea90-deeb-41a9-8a70-d6ff415caa66,,No,2896830.385,7580.527182
15677,2010,"Campus  (EI, EI2, ENT, H, H2, NWC)",SPECIAL CAMPUS,CMP,999,CMP-EI,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,ff9e1e30-1c97-4d97-8e42-881b00ff62e7,,Yes,9039.305176,436.170471
15678,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,ff9efdeb-5fa5-44e7-8658-cf567921b72e,,No,63094.22607,1096.918148
15679,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,431,,325,1997,,,PUD 431.pdf,ffc003a4-0d28-473b-9932-2fbed9fb1d37,,No,82377.04346,1308.964864
15680,2010,Single Unit  (SU),URBAN,U-SU,SU,U-SU-A,Residential,UO-3,,,,,1304,2024,,,NA.pdf,ffefcca1-cec4-4679-8bad-4a3905861d7f,,Yes,268837.0313,3049.835939
15681,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,633,,537,2012,,Amended PUD #374 Ord 512-95,PUD 633.pdf,ffff1145-d5f4-4582-a9e9-9152513e117c,,No,254025.6177,2184.434734
15682,1956,Former Chapter 59 Zone,,,999,B-8,Commercial Mixed Use,"UO-1, UO-2",,,,,392,1956,PBG,,NA.pdf,001b443b-88f1-4ace-8e32-87714bd205d2,,No,415245.2861,3045.931523
15683,1956,Former Chapter 59 Zone,,,999,B-4,Commercial Mixed Use,"UO-1, UO-2",WVRS,,,,551,1982,,,NA.pdf,002195c9-9bfa-4a52-9664-d89f600d2d3e,,No,915258.9507,4158.340295
15684,2010,Two Unit  (TU),URBAN EDGE,E-TU,TU,E-TU-C,Residential,,,,,,333,2010,,,NA.pdf,003e12b7-2319-4e0d-88c6-c134604e04b9,,Yes,106952.2861,1644.365021
15685,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,0051c1d3-f8db-427f-915a-61852ceb34d4,8,Yes,48331.23291,923.2371252
15686,2010,Single Unit  (SU),URBAN,U-SU,SU,U-SU-B,Residential,,,,,,333,2010,,,NA.pdf,0066dcf8-a75b-416a-b1f9-090f8fed9def,,No,839649.9736,4222.199859
15687,1956,Former Chapter 59 Zone,,,999,C-MU-20,Commercial Mixed Use,,,,,,745,2004,,Re-zone exception,NA.pdf,007bbd02-5d02-4a6e-bf9a-80578589253c,,Yes,6527100.143,10621.00344
15688,1956,Former Chapter 59 Zone,,,999,R-2-A,Residential,,,,,,353,1970,PBG,,NA.pdf,00c0f1a5-5846-402e-a999-5c19a59d1566,,No,823727.5672,3824.382939
15690,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,010d6484-3698-4a8b-bd25-5bb3be5f07dd,,No,351459.2534,2447.47957
15691,2010,Special  (O-1),SPECIAL O-1,O,999,O-1,O-1,,,,,,333,2010,,,NA.pdf,011384f3-7dbf-404f-8973-432434ff6e45,,No,348076.356,2577.844262
15692,2010,Industrial - Light  (I-A),SPECIAL INDUSTRIAL,I,999,I-A,Industrial,,,,,,333,2010,,,NA.pdf,01153b3d-0543-477c-a73b-4b10c90285c6,,No,107776.894,1491.529298
15693,2010,Two Unit  (TU),URBAN EDGE,E-TU,TU,E-TU-B,Residential,,,,,,694,2022,,,NA.pdf,01933f56-58cd-4472-9329-bd347700033b,,Yes,26062.04199,661.3399594
15694,1956,Former Chapter 59 Zone,,,999,R-MU-30,Residential,,WVRS,,,,77,2007,,,NA.pdf,02767c71-79e7-4f2d-90e9-06db6c61120d,,Yes,21675.30322,592.4118321
15695,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,02abbd3a-0806-4af3-a99f-99007e2792af,,No,404230.0747,2878.618415
15696,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,02bd017d-5a90-4ddb-a6b5-13fe7373c9ae,,No,4582971.643,23212.88734
15697,2010,Industrial - Light  (I-A),SPECIAL INDUSTRIAL,I,999,I-A,Industrial,UO-2,,,,,333,2010,,,NA.pdf,02d5c403-a27e-4018-b152-bd99d88911c7,,No,6188103.891,14985.61877
15698,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-2,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,02d6422c-2f7a-490c-91f0-c32383483de4,2,Yes,310307.9834,2976.660736
15699,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-2X,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,02e558a8-6fd4-426b-92ef-619722d5154a,2,Yes,15946.05176,529.9647234
15700,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,399,,127,1996,,,PUD 399.pdf,03bcfe47-fa9d-468d-abb6-fa1476226033,,No,243833.2944,2280.269549
15701,2010,Single Unit  (SU),SUBURBAN,S-SU,SU,S-SU-F,Residential,UO-3,WVRS,,,,668,2018,,20180668 added UO-3 and WVRS,NA.pdf,03dbda1a-f1f7-45ab-96ae-2ad96697ed28,,No,40660.10645,841.9456823
15702,1956,Former Chapter 59 Zone,,,999,R-1,Residential,,WVRS,*,,,959,2000,,,NA.pdf,04a04482-b29d-4f80-af23-671d9fb8cd15,,No,30395.01758,723.043363
15703,2010,Single Unit  (SU),URBAN EDGE,E-SU,SU,E-SU-DX,Residential,,,,,,333,2010,,,NA.pdf,04a05c23-ec6f-4b83-9ed9-687fc751ceda,,No,4943080.902,10012.3987
15704,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-5,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,04f2eec6-d1bf-4b0d-b779-88c223d47c14,5,Yes,94973.9458,1527.777402
15705,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,548,,135,2003,,,PUD 548.pdf,0533393e-5c2a-48f3-950e-5a5ac3688929,,No,37459.24854,786.2712455
15706,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-3,Residential,,,,,,333,2010,,,NA.pdf,0556b125-ca5c-49eb-9346-6935701e9508,3,Yes,47156.5957,863.6231755
15707,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,055babe1-053f-48f5-a30c-04cc171cd2cb,3,Yes,118869.123,1689.601288
15708,2010,Single Unit  (SU),URBAN EDGE,E-SU,SU,E-SU-D,Residential,,,,,,1304,2024,,,NA.pdf,05a3601b-54cf-463b-b63f-682be6013689,,Yes,3497249.702,10292.14916
15709,2010,Single Unit  (SU),URBAN,U-SU,SU,U-SU-E,Residential,,,,,,333,2010,,,NA.pdf,061712c5-f395-4059-bd81-a4726b81d108,,No,530829.3535,5050.532656
15710,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,637,,600,2014,,,PUD 637.pdf,068618a0-010b-4436-a73e-a3b66baca13b,,No,42186.07178,832.6005327
15711,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,258,,86,1989,,,PUD 258.pdf,0696adb0-a2bc-4d81-abdb-12e3dd2dd5af,,No,17448.07178,544.5665318
15712,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-RO,RO,G-RO-5,Residential,,,,,,226,2011,,,NA.pdf,073fd2de-314c-431c-866b-6ccc1bfd6c34,5,Yes,225385.2686,2453.692352
15713,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,608,,714,2007,,,PUD 608.pdf,07447d25-9122-49b6-8391-e62b5a67148e,,No,23673.44873,714.6683555
15714,1956,Former Chapter 59 Zone,,,999,R-1,Residential,,,,,,275,1963,PBG,,NA.pdf,0762dfac-dcf9-4fb9-be9d-99aab48987a6,,No,565719.7412,3296.89413
15715,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,UO-2,,,,,333,2010,,,NA.pdf,077e5fa0-eda2-4d06-b15f-30600a8645c4,5,Yes,353373.2656,4243.048353
15716,2010,Open Space - Recreation  (OS-B),SPECIAL OPEN SPACE,OS,999,OS-B,Open Space,,,,,,333,2010,,,NA.pdf,07878048-92d9-42ef-83a5-e9f787ab5062,,No,982094.6812,9945.102029
15717,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,07a4ef0c-f4bd-41bc-bf4a-6d907bd78201,3,Yes,7387.025879,374.5199301
15718,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,468,,864,1998,,,PUD 468.pdf,07e29058-67df-493d-9d83-76d2773db754,,No,106603.4277,1515.189971
15719,1956,Former Chapter 59 Zone,,,999,C-MU-10,Commercial Mixed Use,,WVRS,*,,,329,2005,,,NA.pdf,0829bca6-3277-446a-9a84-ad72eb9ebf71,,Yes,102286.5781,1294.60514
15721,2010,Single Unit  (SU),URBAN EDGE,E-SU,SU,E-SU-D,Residential,,,,,,333,2010,,,NA.pdf,09117edb-31a7-40dc-89bc-a5e61b71df37,,No,2516576.496,8817.832282
15722,2010,Two Unit  (TU),URBAN EDGE,E-TU,TU,E-TU-C,Residential,,,,,,333,2010,,,NA.pdf,096eccb2-8922-4699-84c7-48630f06507b,,Yes,572848.0283,4320.327187
15723,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,504,,32,2001,,,PUD 504.pdf,09ed2b65-5b3b-417a-8684-d05f0b57c413,,No,10311.93115,455.6324262
15724,1956,Former Chapter 59 Zone,,,999,R-1,Residential,,,,,,451,1978,PBG,,NA.pdf,0a4f9b3c-400e-4ae3-9098-33e7cce50e2c,,No,6021135.501,13975.22651
15725,1956,Former Chapter 59 Zone,,,999,R-MU-20,Residential,,WVRS,,,,855,2002,,,NA.pdf,0a9c0340-a2ce-4897-a2d4-874bc1551ee2,,Yes,115324.7153,1566.650122
15726,1956,Former Chapter 59 Zone,,,999,R-MU-30,Residential,,WVRS,,,,2,2007,,,NA.pdf,0aba3222-f82b-44d2-9d71-8289b5ff332f,,Yes,80202.62402,1335.987757
15727,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,0afd938f-e522-456f-b93d-d3dfc37f3703,,No,158424.2041,2864.59293
15728,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-MU,MU,S-MU-3,Residential,,,,,,1644,2025,,,NA.pdf,0b08b5c7-b798-4da2-8335-5087dde9d6fc,3,Yes,121207.6582,1688.342303
15729,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,454,,387,1998,,,PUD 454.pdf,0b20f3a2-4e8c-4b95-b9cd-8872d328a3fe,,No,105279.8872,1336.329184
15730,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-5,Residential,UO-3,,,,,333,2010,,,NA.pdf,0b62fba8-88f6-4541-ae04-5f08963c66fd,5,Yes,460441.4639,3922.468503
15731,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,0b69257b-952e-4a74-a37c-9756f3335b32,,No,40710.89746,1035.626652
15732,1956,Former Chapter 59 Zone,,,999,R-MU-30,Residential,,WVRS,,,,701,2003,,,NA.pdf,0ba66eaf-abb1-4c47-84ac-908a74fc1c6c,,Yes,63855.90967,1093.595821
15733,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,0bba5a89-5a08-4005-b9f0-1660e2bfba37,3,Yes,28151.93311,671.6887686
15734,2010,Single Unit  (SU),URBAN,U-SU,SU,U-SU-C,Residential,UO-3,,,,,333,2010,,,NA.pdf,0bee54d3-bb6b-49ef-8373-8aca3a6706e2,,No,54877.74658,1024.894532
15735,1956,Former Chapter 59 Zone,,,999,R-1,Residential,,,,,,392,1956,PBG,,NA.pdf,0cc93a9b-7f93-4aea-81fa-904093cef1a1,,No,851617.5801,5136.341031
15736,1956,Former Chapter 59 Zone,,,999,R-MU-30,Residential,,WVRS,,,,434,2008,,,NA.pdf,0ce05898-7623-46e8-896c-5a7d2037a4e5,,Yes,122640.106,1639.275977
15737,1956,Former Chapter 59 Zone,,,999,R-2-A,Residential,,WVRS,,,,603,1999,,,NA.pdf,0cf1ce11-c61f-4c1b-9c45-69f027e27b8f,,No,568154.8799,4573.652308
15738,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,0d1eb11b-0a67-41fc-9027-6ef6574441e0,,No,120631.6675,1390.388699
15739,2010,Two Unit  (TU),URBAN,U-TU,TU,U-TU-C,Residential,,,,,,420,2024,,,NA.pdf,0d3e9350-c122-4b2a-8831-6d7859156b7e,,Yes,2230625.796,12189.3067
15740,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,564,,405,2004,,,PUD 564.pdf,0d414c51-202d-45b3-8a18-d1fa6b2ea283,,No,15193.39746,519.7138091
15741,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,,,,,,319,2014,,,NA.pdf,0d460ffb-5863-4b50-be5a-cf9700701311,8,Yes,176247.6631,2002.717175
15742,2010,Single Unit  (SU),URBAN,U-SU,SU,U-SU-A,Residential,,,,,,1304,2024,,,NA.pdf,0dd90353-e56e-4231-ab8f-91078da014ec,,Yes,10385.29053,469.5042676
15743,1956,Former Chapter 59 Zone,,,999,R-1,Residential,,,,,,355,1962,PBG,,NA.pdf,0e808acc-ddfd-4d10-8fb4-b69b8372088b,,No,43255.72119,913.9094807
15744,1956,Former Chapter 59 Zone,,,999,R-MU-20,Residential,,WVRS,,,,242,2008,,,NA.pdf,0ebb8726-a93d-4a04-bc8f-0b4eac6864b7,,Yes,20729.87891,581.2911027
15745,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,594,,699,2006,,,PUD 594.pdf,0f6bfdf1-7bd3-42ec-bd36-7eab1acc1ee8,,No,27537.81152,663.793316
15746,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,39,,107,1981,,,PUD 39.pdf,10690626-06ed-47ea-88c8-5d21e955590c,,No,2618.832031,240.1904945
15747,2010,"Industrial - Mixed Use  (I-MX, M-IMX)",SPECIAL INDUSTRIAL,I-MX,MX,I-MX-3,Commercial Mixed Use,UO-2,,,,,333,2010,,Commercial MU per definitions in code,NA.pdf,1100da7f-82ff-4690-9fcf-01bd4c9a9d3b,3,Yes,40726.68018,995.7199394
15748,1956,Former Chapter 59 Zone,,,999,R-MU-20,Residential,,WVRS,,,,754,2007,,,NA.pdf,11549a3a-0b4d-496d-8db6-9f910531aae1,,Yes,21101.12793,625.9328939
15749,2010,Single Unit  (SU),URBAN,U-SU,SU,U-SU-E,Residential,,,,,,333,2010,,,NA.pdf,11927623-d7bd-4add-9ae9-ccdca427b5a6,,No,2460678.347,6819.273005
15750,1956,Former Chapter 59 Zone,,,999,B-8,Commercial Mixed Use,"UO-1, UO-2",WVRS,*,,,159,1988,,,NA.pdf,11db190b-b132-4158-a809-6f79faf447a8,,No,226226.3481,1970.817998
15751,1956,Former Chapter 59 Zone,,,999,R-2,Residential,,WVRS,,,,183,1993,,,NA.pdf,1218d028-cc49-4166-aac5-19611e59ed96,,No,26686.87598,659.9960757
15752,2010,Industrial - Light  (I-A),SPECIAL INDUSTRIAL,I,999,I-A,Industrial,UO-2,,,,,333,2010,,,NA.pdf,123477d1-3ec4-4066-8dc9-fb1ec01222da,,No,8559.489746,442.7486469
15753,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,509,,167,2001,,,PUD 509.pdf,127714cc-2a71-48d1-b438-cd0bd43e586a,,No,16701.33398,535.6038771
15754,1956,Former Chapter 59 Zone,,,999,B-4,Commercial Mixed Use,"UO-1, UO-2",,,,,572,1973,PBG,,NA.pdf,12be0e42-34f9-4652-9d9e-ac22415ef760,,No,83564.0791,1253.059952
15755,2010,Two Unit  (TU),URBAN,U-TU,TU,U-TU-C,Residential,,,,,,333,2010,,,NA.pdf,12fe18f6-cef3-4a86-9761-f3886b39cf3a,,Yes,32635.44629,736.4928576
15756,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,184,,72,1985,,,PUD 184.pdf,1319d170-d120-4a35-b10f-a72011015a94,,No,13334.24512,488.5834382
15757,1956,Former Chapter 59 Zone,,,999,R-1,Residential,,,,,,417,1963,PBG,,NA.pdf,1355779d-d089-48b3-bd0b-f119ab371a03,,No,610116.0034,3571.365197
15758,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-5,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,13568ccb-a338-4a89-b44d-9d9df3787a30,5,Yes,413041.5591,3913.769684
15759,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-12,Residential,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,136404c5-d19d-4ad4-bd2c-c3dc952ac599,12,Yes,187142.293,1885.606361
15760,2010,Two Unit  (TU),URBAN,U-TU,TU,U-TU-B,Residential,DO-4,,,,,323,2015,,,NA.pdf,1393a0f5-9723-4d23-9545-7a8f2fb3a975,,Yes,4200.527344,368.6027196
15761,1956,Former Chapter 59 Zone,,,999,R-MU-30,Residential,,WVRS,*,,,230,2007,,,NA.pdf,13943d8f-b6b8-4626-a120-cda07a40883a,,Yes,204130.3652,2730.582294
15762,1956,Former Chapter 59 Zone,,,999,R-1,Residential,,,,,,355,1962,PBG,,NA.pdf,144e8999-d39d-4015-93de-8c9f3a09b9d4,,No,59947.14063,995.8359582
15763,2010,Two Unit  (TU),URBAN,U-TU,TU,U-TU-B,Residential,,,,,,421,2021,,,NA.pdf,1481128c-8fe8-457c-9d1c-aae5381fe964,,Yes,25453.20166,807.5519146
15764,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,174,,507,1985,,,PUD 174.pdf,1481fb92-f4c5-43d9-8267-3d06c6da868b,,No,442540.8379,2660.800937
15765,2010,Single Unit  (SU),URBAN,U-SU,SU,U-SU-C,Residential,,,,,,1304,2024,,,NA.pdf,14973eca-859a-41f0-9e09-5615e08283c7,,Yes,16375.63232,524.7431397
15767,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,580,,911,2005,,P1136,PUD 580.pdf,14b4d617-e771-4715-a9af-317d633101fd,,No,907456.1826,4397.308197
15768,1956,Former Chapter 59 Zone,,,999,B-2,Commercial Mixed Use,,WVRS,,,,908,1998,,,NA.pdf,14c45327-cc34-4a3d-912b-0f6aa6139487,,No,19783.22656,616.1656951
15769,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,1514f610-2539-488d-b1ad-97ce7e4557d8,,No,2023361.254,6680.643293
15770,1956,Former Chapter 59 Zone,,,999,R-3,Residential,UO-3,,,,,620,2008,PBG,,NA.pdf,15615203-d34a-4835-be0f-898215610c88,,No,46838.62744,887.8583815
15771,2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-2X,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,1599dab1-bf20-4f2b-b499-3b648e23807e,2,Yes,46026.17871,943.2923492
15772,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,590,,435,2006,,,PUD 590.pdf,15a4e694-f1fb-4d7e-b69f-a06091105dfd,,No,38932.66992,962.5070731
15773,2010,Single Unit  (SU),SUBURBAN,S-SU,SU,S-SU-D,Residential,,,,,,333,2010,,,NA.pdf,15df7efc-52bd-4eaf-8067-89af83560715,,No,2084581.094,9453.205942
15774,2010,Industrial - Light  (I-A),SPECIAL INDUSTRIAL,I,999,I-A,Industrial,UO-2,,,,,333,2010,,,NA.pdf,1608f58d-c256-4bc2-84ec-809fd71c770e,,No,4030807.994,13747.08268
15775,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,,,,,,1331,2021,,,NA.pdf,16683192-b8a8-48f2-a5fe-db328d3cf129,8,Yes,531008.6182,3695.790229
15776,1956,Former Chapter 59 Zone,,,999,B-2,Commercial Mixed Use,,WVRS,,,,189,1986,,,NA.pdf,16c83d4c-d512-48aa-9643-03c68b3bad24,,No,101620.8193,1301.974733
15778,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,479,,247,1999,,,PUD 479.pdf,17fcbcfe-145d-4411-8d74-f60a4721f3bf,,No,33854.83154,738.8623201
15779,2010,"Industrial - Mixed Use  (I-MX, M-IMX)",SPECIAL INDUSTRIAL,I-MX,MX,I-MX-3,Commercial Mixed Use,,,,,,333,2010,,Commercial MU per definitions in code,NA.pdf,1817913a-5f02-4fb7-a58c-a3cbd6573b15,3,Yes,55288.91699,1017.522414
15780,1956,Former Chapter 59 Zone,,,999,B-4,Commercial Mixed Use,"UO-1, UO-2",WVRS,*,,,546,1990,,,NA.pdf,18d921ab-f4f5-4e4c-a6e9-522341e98780,,No,141475.0645,1586.399809
15781,1956,Former Chapter 59 Zone,,,999,R-1,Residential,,,,,,392,1956,PBG,,NA.pdf,190a262a-3479-45d5-933d-519fc651df18,,No,128833.8364,1927.923256
15782,1956,Former Chapter 59 Zone,,,999,B-4,Commercial Mixed Use,"UO-1, UO-2",WVRS,,,,392,1956,,,NA.pdf,19194edf-7e88-436a-ad0a-b2cc7b6fc888,,No,52873.82861,992.309303
15783,2010,Single Unit  (SU),URBAN,U-SU,SU,U-SU-C,Residential,,,,,,1304,2024,,,NA.pdf,1a0f82d3-70f1-4ca0-b837-f1c037b96f0a,,Yes,13535335.19,28905.69154
15784,2010,Single Unit  (SU),URBAN,U-SU,SU,U-SU-C,Residential,,,,,,1304,2024,,,NA.pdf,1a39d9d3-ab42-41fb-a336-8695acd8f77f,,Yes,3411167.227,11982.61183
15785,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,1569,2023,,,NA.pdf,1b1a6f3c-4acb-49d2-bfea-1d03e8d59d90,,No,588941.8374,3574.77258
15786,1956,Former Chapter 59 Zone,,,999,GTWY,Commercial Mixed Use,,,,,,28,1998,,,NA.pdf,1bb974d9-3217-4a29-9165-8997e5142461,,No,3994743.42,8938.203082
15787,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,1be39ffe-ca94-493e-b364-4f8a6b92d8d6,,No,199697.4155,8089.061496
15788,1956,Former Chapter 59 Zone,,,999,R-5,Residential,,,,,,294,1972,PBG,,NA.pdf,1cc66366-599b-4dde-947e-5f6ee90a4016,,No,507065.8882,2846.261848
15790,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,615,,662,2008,,,PUD 615.pdf,1d0a4dfe-06df-47c9-abb3-4ba7a1f1bc31,,No,8450.768066,440.6271789
15791,1956,Former Chapter 59 Zone,,,999,R-MU-20,Residential,,WVRS,,,,991,2002,,,NA.pdf,1d4fb64b-2a41-480b-8c46-1f2e5247585c,,Yes,17699.50879,876.1480102
15792,2010,Two Unit  (TU),URBAN,U-TU,TU,U-TU-C,Residential,UO-3,,,,,333,2010,,,NA.pdf,1d998ab2-5f52-402c-a705-6c12138c76e6,,Yes,48592.16309,915.070212
15793,2010,Cherry Creek North  (C-CCN),URBAN CENTER,CCN,999,C-CCN-7,Commercial Mixed Use,,,,,,129,2016,,Orig ord 602-2014,NA.pdf,1e11bd79-1c2b-435e-ab02-39638d9b7b41,7,Yes,278320.2993,4038.654938
15794,1956,Former Chapter 59 Zone,,,999,B-4,Commercial Mixed Use,"UO-1, UO-2",,,,,73,1965,PBG, ,NA.pdf,1efff0f1-8c69-4cb4-ad3c-345d22b0f163,,No,60496.83887,1117.739169
15795,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-12,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,1f77129d-21b8-438a-9dc5-936d87ae7a97,12,Yes,702196.7891,3897.015299
15796,2010,Open Space - Recreation  (OS-B),SPECIAL OPEN SPACE,OS,999,OS-B,Open Space,,,,,,333,2010,,,NA.pdf,20059acc-71b7-40be-88d9-f2e81120b139,,No,872066.7285,7818.508841
15797,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,204fdbe8-4bd0-4703-b552-9239f7d9241a,,No,49849.22412,932.5376052
15798,2010,Single Unit  (SU),URBAN,U-SU,SU,U-SU-C,Residential,,,,,,1304,2024,,,NA.pdf,20ebf396-1920-4ef1-b19b-fd2df9a6788f,,Yes,312055.5615,3792.162234
15799,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-8A,Commercial Mixed Use,,,,,,1644,2025,,,NA.pdf,21289f32-19ee-494c-a45f-91812d6e8cc0,8,Yes,127821.2778,1521.692804
15800,2010,Two Unit  (TU),URBAN,U-TU,TU,U-TU-B,Residential,,,,,,333,2010,,,NA.pdf,21832c6d-c2e5-4ceb-b5c3-4d997508fb4b,,Yes,7121.439941,440.6996953
